node_id,latitude,longitude,district,street_count,betweenness,source
osm_675001468_30.937_29.7583,30.936951,29.758344,,,,overpass_live
osm_416734723_30.937_29.9345,30.936965,29.934483,,,,overpass_live
osm_692025769_30.937_29.7198,30.936975,29.719825,,,,overpass_live
osm_691443905_30.937_29.861,30.936988,29.861032,,,,overpass_live
osm_689674730_30.937_29.8742,30.936991,29.874216,,,,overpass_live
osm_692976271_30.937_29.6056,30.936997,29.605571,,,,overpass_live
osm_416793363_30.937_29.9774,30.937004,29.977413,,,,overpass_live
osm_416791956_30.937_30.0343,30.93703,30.034277,,,,overpass_live
osm_416795032_30.937_30.0343,30.937044,30.03434,,,,overpass_live
osm_416733907_30.937_29.9107,30.937045,29.910665,,,,overpass_live
osm_416740625_30.937_29.9142,30.937045,29.914161,,,,overpass_live
osm_692982005_30.937_29.5953,30.937045,29.595349,,,,overpass_live
osm_415604229_30.937_29.5119,30.937047,29.511913,,,,overpass_live
osm_416796613_30.9371_30.0343,30.937071,30.034264,,,,overpass_live
osm_416737534_30.9371_29.9151,30.937084,29.915102,,,,overpass_live
osm_416735787_30.9371_29.9111,30.937085,29.911076,,,,overpass_live
osm_691454900_30.9371_29.8061,30.937095,29.806148,,,,overpass_live
osm_692970637_30.9371_29.6105,30.937098,29.610517,,,,overpass_live
osm_682168800_30.9371_29.695,30.937102,29.695034,,,,overpass_live
osm_691478362_30.9371_29.8086,30.93711,29.808603,,,,overpass_live
osm_691634454_30.9371_29.7977,30.93713,29.797708,,,,overpass_live
osm_691437143_30.9371_29.868,30.937132,29.86802,,,,overpass_live
osm_52011391_30.9371_29.606,30.93714,29.605963,,,,overpass_live
osm_672926007_30.9371_29.6468,30.937143,29.646775,,,,overpass_live
osm_691454898_30.9371_29.8069,30.937145,29.806883,,,,overpass_live
osm_691478352_30.9372_29.807,30.937176,29.806951,,,,overpass_live
osm_267020905_30.9372_29.695,30.937188,29.694961,,,,overpass_live
osm_692983876_30.9372_29.6105,30.937196,29.610462,,,,overpass_live
osm_415606260_30.9372_29.5092,30.937215,29.509223,,,,overpass_live
osm_267020879_30.9372_29.6952,30.937229,29.695234,,,,overpass_live
osm_415606178_30.9373_29.5128,30.937261,29.512753,,,,overpass_live
osm_691483846_30.9373_29.8085,30.937268,29.808506,,,,overpass_live
osm_416794478_30.9373_30.044,30.93727,30.043959,,,,overpass_live
osm_416737768_30.9373_29.9059,30.937276,29.905943,,,,overpass_live
osm_416794262_30.9373_30.0228,30.937276,30.022793,,,,overpass_live
osm_674718093_30.9373_29.6615,30.937297,29.661494,,,,overpass_live
osm_693004200_30.9373_29.5747,30.937297,29.574715,,,,overpass_live
osm_691454901_30.9373_29.806,30.937306,29.806009,,,,overpass_live
osm_415606426_30.9373_29.5146,30.937309,29.51458,,,,overpass_live
osm_692025767_30.9373_29.719,30.93731,29.718954,,,,overpass_live
osm_689639167_30.9373_29.8172,30.937337,29.817237,,,,overpass_live
osm_412475310_30.9373_29.6498,30.93734,29.649832,,,,overpass_live
osm_689162462_30.9373_29.8093,30.937348,29.809316,,,,overpass_live
osm_674718096_30.9374_29.6642,30.937356,29.66425,,,,overpass_live
osm_675001468_30.9374_29.7709,30.937367,29.770871,,,,overpass_live
osm_416794858_30.9374_30.0227,30.937373,30.022748,,,,overpass_live
osm_691478361_30.9374_29.8094,30.937375,29.809408,,,,overpass_live
osm_692228407_30.9374_29.519,30.93738,29.518997,,,,overpass_live
osm_692983885_30.9374_29.6152,30.937397,29.615162,,,,overpass_live
osm_254099676_30.9374_29.987,30.937402,29.98703,,,,overpass_live
osm_691483844_30.9374_29.8099,30.937407,29.809874,,,,overpass_live
osm_689162456_30.9374_29.8173,30.937447,29.817312,,,,overpass_live
osm_415606000_30.9375_29.5118,30.937453,29.511796,,,,overpass_live
osm_692983871_30.9375_29.6166,30.937475,29.616649,,,,overpass_live
osm_34423307_30.9375_29.9337,30.937489,29.933729,,,,overpass_live
osm_692228400_30.9375_29.5171,30.937498,29.517116,,,,overpass_live
osm_675001986_30.9375_29.6103,30.9375,29.610284,,,,overpass_live
osm_672926008_30.9375_29.6459,30.937502,29.645928,,,,overpass_live
osm_689162456_30.9375_29.8172,30.937502,29.817202,,,,overpass_live
osm_693524768_30.9375_29.5857,30.937526,29.585742,,,,overpass_live
osm_674982566_30.9375_29.609,30.937527,29.608954,,,,overpass_live
osm_416795031_30.9375_30.0367,30.937529,30.036692,,,,overpass_live
osm_267020881_30.9375_29.6913,30.937541,29.691332,,,,overpass_live
osm_691478369_30.9375_29.8059,30.937541,29.805862,,,,overpass_live
osm_691478347_30.9376_29.8041,30.937559,29.804095,,,,overpass_live
osm_100265505_30.9376_29.6069,30.937563,29.606942,,,,overpass_live
osm_691478351_30.9376_29.8066,30.937578,29.806608,,,,overpass_live
osm_692267797_30.9376_29.6196,30.937586,29.619611,,,,overpass_live
osm_691478362_30.9376_29.8104,30.937591,29.810417,,,,overpass_live
osm_691478352_30.9376_29.8067,30.9376,29.806657,,,,overpass_live
osm_416793078_30.9376_30.005,30.937609,30.005031,,,,overpass_live
osm_416736105_30.9376_29.9154,30.937638,29.915408,,,,overpass_live
osm_689162464_30.9376_29.8145,30.937649,29.814502,,,,overpass_live
osm_416693490_30.9377_29.8342,30.937653,29.83423,,,,overpass_live
osm_691453726_30.9377_29.8345,30.937655,29.834532,,,,overpass_live
osm_416738177_30.9377_29.9475,30.937657,29.947526,,,,overpass_live
osm_692974098_30.9377_29.564,30.937661,29.563962,,,,overpass_live
osm_692975598_30.9377_29.6117,30.93767,29.61174,,,,overpass_live
osm_613881816_30.9377_29.7992,30.937682,29.799164,,,,overpass_live
osm_415605938_30.9377_29.5144,30.937688,29.514357,,,,overpass_live
osm_689162461_30.9377_29.8146,30.937701,29.814553,,,,overpass_live
osm_692267800_30.9377_29.6208,30.937711,29.620809,,,,overpass_live
osm_670152379_30.9377_29.6575,30.937734,29.657512,,,,overpass_live
osm_691453726_30.9377_29.8345,30.937744,29.834537,,,,overpass_live
osm_692228399_30.9377_29.5197,30.937746,29.519727,,,,overpass_live
osm_412475309_30.9378_29.6477,30.937755,29.647696,,,,overpass_live
osm_663496129_30.9378_30.093,30.937757,30.092958,,,,overpass_live
osm_254099711_30.9378_29.9901,30.937759,29.990141,,,,overpass_live
osm_693497906_30.9378_29.5872,30.937767,29.587224,,,,overpass_live
osm_415592037_30.9378_29.5083,30.937796,29.5083,,,,overpass_live
osm_415605775_30.9378_29.5127,30.937805,29.512662,,,,overpass_live
osm_692998642_30.9378_29.6101,30.937811,29.610126,,,,overpass_live
osm_692235768_30.9378_29.5117,30.937812,29.511685,,,,overpass_live
osm_691478350_30.9378_29.8065,30.937815,29.806467,,,,overpass_live
osm_689649015_30.9378_29.8369,30.937822,29.836885,,,,overpass_live
osm_692973252_30.9378_29.6174,30.937823,29.617383,,,,overpass_live
osm_691454588_30.9378_29.837,30.937826,29.836986,,,,overpass_live
osm_416796600_30.9378_29.9765,30.937832,29.976548,,,,overpass_live
osm_691478370_30.9378_29.8091,30.937847,29.809108,,,,overpass_live
osm_415606658_30.9379_29.5149,30.937857,29.514881,,,,overpass_live
osm_415605775_30.9379_29.5065,30.937868,29.506465,,,,overpass_live
osm_691484581_30.9379_29.8498,30.937868,29.849804,,,,overpass_live
osm_670152383_30.9379_29.6516,30.937905,29.651628,,,,overpass_live
osm_322583997_30.9379_29.691,30.937906,29.691025,,,,overpass_live
osm_674718093_30.9379_29.6628,30.937918,29.6628,,,,overpass_live
osm_691454585_30.9379_29.8394,30.937919,29.839362,,,,overpass_live
osm_613881817_30.9379_29.7989,30.937948,29.798929,,,,overpass_live
osm_691484580_30.938_29.8566,30.937969,29.856648,,,,overpass_live
osm_267020877_30.938_29.6942,30.93798,29.694233,,,,overpass_live
osm_693004199_30.938_29.5762,30.937998,29.576233,,,,overpass_live
osm_692025767_30.938_29.7186,30.937999,29.718637,,,,overpass_live
osm_674982555_30.938_29.61,30.938017,29.610021,,,,overpass_live
osm_691495093_30.938_29.8063,30.938026,29.806343,,,,overpass_live
osm_691637994_30.938_29.8418,30.938037,29.841786,,,,overpass_live
osm_691478356_30.938_29.8055,30.938044,29.805541,,,,overpass_live
osm_691443920_30.9381_29.8568,30.938056,29.856794,,,,overpass_live
osm_691495096_30.9381_29.8041,30.938062,29.80409,,,,overpass_live
osm_692983885_30.9381_29.6162,30.938064,29.616173,,,,overpass_live
osm_692983870_30.9381_29.6179,30.938078,29.617943,,,,overpass_live
osm_691454899_30.9381_29.809,30.938079,29.808963,,,,overpass_live
osm_692998642_30.9381_29.6107,30.938085,29.610741,,,,overpass_live
osm_267020888_30.9381_29.6944,30.938092,29.694435,,,,overpass_live
osm_691495101_30.9381_29.8,30.93811,29.800018,,,,overpass_live
osm_691484577_30.9381_29.8566,30.938145,29.856555,,,,overpass_live
osm_674911349_30.9382_29.6304,30.938151,29.630384,,,,overpass_live
osm_691478347_30.9382_29.8055,30.938172,29.805464,,,,overpass_live
osm_691478348_30.9382_29.8033,30.938182,29.803288,,,,overpass_live
osm_689648678_30.9382_29.8205,30.938192,29.820521,,,,overpass_live
osm_691495097_30.9382_29.8044,30.938198,29.804398,,,,overpass_live
osm_613881817_30.9382_29.7987,30.9382,29.798743,,,,overpass_live
osm_691484577_30.9382_29.8567,30.938208,29.8567,,,,overpass_live
osm_693589190_30.9382_29.6879,30.938213,29.687886,,,,overpass_live
osm_693589744_30.9382_29.7384,30.938226,29.738362,,,,overpass_live
osm_691495094_30.9382_29.8054,30.938228,29.80543,,,,overpass_live
osm_691478355_30.9382_29.806,30.938246,29.806041,,,,overpass_live
osm_670152387_30.9383_29.652,30.938257,29.652005,,,,overpass_live
osm_267020881_30.9383_29.6907,30.938263,29.690684,,,,overpass_live
osm_691454900_30.9383_29.8088,30.938295,29.808832,,,,overpass_live
osm_691478350_30.9383_29.8062,30.938306,29.806179,,,,overpass_live
osm_691495101_30.9383_29.7999,30.938306,29.799853,,,,overpass_live
osm_692983875_30.9383_29.6144,30.938307,29.614362,,,,overpass_live
osm_691478367_30.9383_29.8069,30.938329,29.806867,,,,overpass_live
osm_322583920_30.9384_29.6916,30.938351,29.691643,,,,overpass_live
osm_691478357_30.9384_29.8035,30.938365,29.803534,,,,overpass_live
osm_692970637_30.9384_29.6131,30.938384,29.613084,,,,overpass_live
osm_98772311_30.9384_30.169,30.938393,30.169036,,,,overpass_live
osm_691495097_30.9384_29.8043,30.938409,29.804257,,,,overpass_live
osm_692267799_30.9384_29.6267,30.938427,29.626715,,,,overpass_live
osm_691640780_30.9384_29.7385,30.93843,29.738456,,,,overpass_live
osm_691639045_30.9384_29.8321,30.938432,29.832147,,,,overpass_live
osm_416792676_30.9384_30.0033,30.938444,30.003295,,,,overpass_live
osm_692227074_30.9385_29.6116,30.938493,29.611593,,,,overpass_live
osm_691478364_30.9385_29.8053,30.938497,29.805261,,,,overpass_live
osm_691464983_30.9385_29.8511,30.938498,29.851146,,,,overpass_live
osm_689634636_30.9385_29.8274,30.938499,29.82742,,,,overpass_live
osm_682168761_30.9385_29.6771,30.938506,29.67707,,,,overpass_live
osm_415591868_30.9385_29.5045,30.938516,29.504492,,,,overpass_live
osm_691478349_30.9385_29.8045,30.93852,29.804519,,,,overpass_live
osm_691454901_30.9385_29.8087,30.938523,29.80869,,,,overpass_live
osm_691495087_30.9385_29.8087,30.93853,29.808691,,,,overpass_live
osm_691495094_30.9385_29.8059,30.938535,29.805889,,,,overpass_live
osm_691478356_30.9385_29.8067,30.938548,29.806743,,,,overpass_live
osm_691644129_30.9386_29.742,30.938562,29.74198,,,,overpass_live
osm_691453727_30.9386_29.8314,30.938572,29.831411,,,,overpass_live
osm_100545809_30.9386_30.1539,30.938595,30.153946,,,,overpass_live
osm_416794630_30.9386_30.0672,30.938598,30.067159,,,,overpass_live
osm_692998640_30.9386_29.6169,30.938603,29.616926,,,,overpass_live
osm_692979288_30.9386_29.5885,30.938627,29.588538,,,,overpass_live
osm_322583920_30.9386_29.6921,30.938639,29.692094,,,,overpass_live
osm_691453727_30.9387_29.8315,30.938668,29.831458,,,,overpass_live
osm_692973251_30.9387_29.6141,30.93867,29.614052,,,,overpass_live
osm_672926009_30.9387_29.6491,30.938671,29.649102,,,,overpass_live
osm_674911348_30.9387_29.6348,30.938705,29.634811,,,,overpass_live
osm_689655449_30.9387_29.878,30.938711,29.877974,,,,overpass_live
osm_691483839_30.9387_29.8006,30.93872,29.800605,,,,overpass_live
osm_674982556_30.9387_29.6101,30.938735,29.610118,,,,overpass_live
osm_663553116_30.9387_30.1487,30.938738,30.148689,,,,overpass_live
osm_691646129_30.9387_29.7981,30.938739,29.798112,,,,overpass_live
osm_322583998_30.9387_29.6922,30.938744,29.692242,,,,overpass_live
osm_673321080_30.9388_29.6425,30.938753,29.642497,,,,overpass_live
osm_691478369_30.9388_29.8085,30.938755,29.808547,,,,overpass_live
osm_692278025_30.9388_29.5661,30.93876,29.566129,,,,overpass_live
osm_416696368_30.9388_29.8051,30.938764,29.805088,,,,overpass_live
osm_691478365_30.9388_29.8066,30.938786,29.806598,,,,overpass_live
osm_691470255_30.9388_29.8484,30.9388,29.848423,,,,overpass_live
osm_689194041_30.9388_29.8085,30.938807,29.808516,,,,overpass_live
osm_691478348_30.9388_29.8044,30.938807,29.804354,,,,overpass_live
osm_675001467_30.9388_29.7587,30.938809,29.758665,,,,overpass_live
osm_691454586_30.9388_29.8306,30.938832,29.830639,,,,overpass_live
osm_267020878_30.9388_29.6858,30.938837,29.685838,,,,overpass_live
osm_693524768_30.9388_29.5843,30.938843,29.584315,,,,overpass_live
osm_692270996_30.9389_29.6273,30.938881,29.627313,,,,overpass_live
osm_675001467_30.9389_29.7701,30.938883,29.770145,,,,overpass_live
osm_691687418_30.9389_29.7271,30.938887,29.72711,,,,overpass_live
osm_674911350_30.9389_29.6325,30.938889,29.632541,,,,overpass_live
osm_692998639_30.9389_29.6176,30.938893,29.617553,,,,overpass_live
osm_691672599_30.9389_29.7301,30.938901,29.730069,,,,overpass_live
osm_691437144_30.9389_29.8651,30.938903,29.865096,,,,overpass_live
osm_689162454_30.9389_29.8201,30.938909,29.820064,,,,overpass_live
osm_670152386_30.9389_29.6536,30.938917,29.653564,,,,overpass_live
osm_672926006_30.9389_29.649,30.93892,29.648959,,,,overpass_live
osm_691495095_30.9389_29.805,30.938932,29.805,,,,overpass_live
osm_691478367_30.939_29.8084,30.938956,29.808418,,,,overpass_live
osm_322584001_30.939_29.692,30.938964,29.692043,,,,overpass_live
osm_691495087_30.939_29.809,30.938982,29.808971,,,,overpass_live
osm_416793333_30.939_30.0588,30.938984,30.058788,,,,overpass_live
osm_691470255_30.939_29.8489,30.939017,29.848906,,,,overpass_live
osm_691483844_30.939_29.8092,30.939026,29.809234,,,,overpass_live
osm_691453731_30.9391_29.8299,30.939089,29.82988,,,,overpass_live
osm_692025766_30.9391_29.7182,30.939097,29.718162,,,,overpass_live
osm_692025766_30.9391_29.7183,30.93912,29.718259,,,,overpass_live
osm_415592355_30.9391_29.5195,30.939124,29.519548,,,,overpass_live
osm_689162461_30.9391_29.8136,30.939127,29.813597,,,,overpass_live
osm_691495088_30.9391_29.8095,30.939142,29.809488,,,,overpass_live
osm_691488083_30.9392_29.8525,30.939152,29.852529,,,,overpass_live
osm_98772342_30.9392_30.1471,30.939153,30.147086,,,,overpass_live
osm_692973253_30.9392_29.6124,30.939162,29.612411,,,,overpass_live
osm_691478353_30.9392_29.8049,30.939165,29.804865,,,,overpass_live
osm_691483845_30.9392_29.8083,30.93917,29.808293,,,,overpass_live
osm_691495095_30.9392_29.8055,30.939177,29.805548,,,,overpass_live
osm_691639044_30.9392_29.8299,30.939177,29.829921,,,,overpass_live
osm_692982005_30.9392_29.5946,30.93918,29.594569,,,,overpass_live
osm_691495088_30.9392_29.8088,30.939191,29.808808,,,,overpass_live
osm_100199451_30.9392_29.6774,30.939192,29.677384,,,,overpass_live
osm_692983884_30.9392_29.6136,30.939198,29.613618,,,,overpass_live
osm_689162459_30.9392_29.8096,30.939212,29.80964,,,,overpass_live
osm_691478366_30.9392_29.8083,30.939217,29.808264,,,,overpass_live
osm_322583998_30.9392_29.6932,30.939247,29.693195,,,,overpass_live
osm_691637695_30.9393_29.7983,30.939285,29.798299,,,,overpass_live
osm_691648359_30.9393_29.7435,30.939285,29.743531,,,,overpass_live
osm_412474811_30.9393_29.6405,30.939287,29.640463,,,,overpass_live
osm_691478357_30.9393_29.8063,30.939288,29.806283,,,,overpass_live
osm_693004200_30.9393_29.579,30.939292,29.579039,,,,overpass_live
osm_693589745_30.9393_29.7291,30.939293,29.729079,,,,overpass_live
osm_674948940_30.9393_29.7789,30.939297,29.778888,,,,overpass_live
osm_416794093_30.9393_30.0267,30.9393,30.026741,,,,overpass_live
osm_267020873_30.9393_29.6897,30.939307,29.689746,,,,overpass_live
osm_691495100_30.9393_29.8022,30.939311,29.802154,,,,overpass_live
osm_670152378_30.9393_29.6557,30.939326,29.655711,,,,overpass_live
osm_689634635_30.9393_29.8227,30.939342,29.822687,,,,overpass_live
osm_674718095_30.9393_29.665,30.939348,29.664976,,,,overpass_live
osm_691478355_30.9393_29.8055,30.93935,29.805456,,,,overpass_live
osm_692978136_30.9394_29.5945,30.939359,29.594497,,,,overpass_live
osm_693589745_30.9394_29.7302,30.939397,29.730173,,,,overpass_live
osm_692983875_30.9394_29.6165,30.93941,29.616496,,,,overpass_live
osm_674718094_30.9394_29.6618,30.939438,29.661792,,,,overpass_live
osm_670152385_30.9394_29.6548,30.93944,29.654788,,,,overpass_live
osm_691495099_30.9394_29.8047,30.939441,29.80469,,,,overpass_live
osm_672926017_30.9395_29.6457,30.939457,29.645704,,,,overpass_live
osm_689162460_30.9395_29.8102,30.939461,29.810203,,,,overpass_live
osm_673321082_30.9395_29.642,30.939467,29.641963,,,,overpass_live
osm_416796100_30.9395_30.0441,30.93949,30.044119,,,,overpass_live
osm_691495100_30.9395_29.802,30.939508,29.801994,,,,overpass_live
osm_691437145_30.9395_29.8665,30.939526,29.866464,,,,overpass_live
osm_692998644_30.9395_29.6097,30.939543,29.609653,,,,overpass_live
osm_691483845_30.9395_29.8091,30.939545,29.809097,,,,overpass_live
osm_691449813_30.9395_29.8792,30.939549,29.879185,,,,overpass_live
osm_670152384_30.9396_29.6555,30.939562,29.655529,,,,overpass_live
osm_692227075_30.9396_29.6133,30.939565,29.613317,,,,overpass_live
osm_691484576_30.9396_29.8523,30.93957,29.852254,,,,overpass_live
osm_670152378_30.9396_29.6562,30.939581,29.656227,,,,overpass_live
osm_691662330_30.9396_29.8666,30.939588,29.866649,,,,overpass_live
osm_693565122_30.9396_29.501,30.939599,29.501009,,,,overpass_live
osm_674718095_30.9396_29.6635,30.939608,29.663468,,,,overpass_live
osm_415592037_30.9396_29.5136,30.939622,29.513561,,,,overpass_live
osm_691449812_30.9396_29.8794,30.939628,29.879354,,,,overpass_live
osm_689664340_30.9396_29.8865,30.939648,29.886501,,,,overpass_live
osm_689194055_30.9397_29.813,30.939651,29.813032,,,,overpass_live
osm_692025774_30.9397_29.7143,30.93966,29.714327,,,,overpass_live
osm_692965085_30.9397_29.568,30.939665,29.56796,,,,overpass_live
osm_692970638_30.9397_29.6112,30.93968,29.611213,,,,overpass_live
osm_691478364_30.9397_29.808,30.939691,29.80797,,,,overpass_live
osm_691448471_30.9397_29.8273,30.939696,29.827328,,,,overpass_live
osm_691495186_30.9397_29.801,30.9397,29.801016,,,,overpass_live
osm_693004199_30.9397_29.5752,30.939704,29.575233,,,,overpass_live
osm_415591868_30.9397_29.5029,30.939705,29.502913,,,,overpass_live
osm_692973251_30.9397_29.6149,30.93973,29.614889,,,,overpass_live
osm_672926013_30.9398_29.6465,30.939761,29.646514,,,,overpass_live
osm_691495090_30.9398_29.8087,30.939774,29.808706,,,,overpass_live
osm_689649015_30.9398_29.8277,30.939786,29.827735,,,,overpass_live
osm_670152379_30.9398_29.6561,30.939799,29.656074,,,,overpass_live
osm_692983884_30.9398_29.6145,30.939805,29.614476,,,,overpass_live
osm_689634635_30.9399_29.8244,30.93987,29.824424,,,,overpass_live
osm_267020873_30.9399_29.6926,30.939871,29.692596,,,,overpass_live
osm_672926016_30.9399_29.6448,30.939874,29.644831,,,,overpass_live
osm_101149652_30.9399_29.8477,30.939878,29.847748,,,,overpass_live
osm_691495099_30.9399_29.8061,30.939888,29.806068,,,,overpass_live
osm_691444834_30.9399_29.8244,30.939894,29.824371,,,,overpass_live
osm_691495089_30.9399_29.809,30.939905,29.808955,,,,overpass_live
osm_691478353_30.9399_29.8069,30.939913,29.806905,,,,overpass_live
osm_415591869_30.9399_29.5028,30.939919,29.502765,,,,overpass_live
osm_691444833_30.9399_29.8244,30.939948,29.824407,,,,overpass_live
osm_692222058_30.94_29.6153,30.939956,29.615316,,,,overpass_live
osm_691478365_30.94_29.8091,30.939977,29.809093,,,,overpass_live
osm_692031601_30.94_29.7159,30.939977,29.715926,,,,overpass_live
osm_692025773_30.94_29.7165,30.939989,29.716475,,,,overpass_live
osm_692227075_30.94_29.614,30.939993,29.61396,,,,overpass_live
osm_692025771_30.94_29.7166,30.94002,29.716605,,,,overpass_live
osm_670152387_30.94_29.6503,30.940029,29.650321,,,,overpass_live
osm_691495091_30.94_29.8083,30.940033,29.808338,,,,overpass_live
osm_691483838_30.94_29.8068,30.940042,29.806827,,,,overpass_live
osm_670152380_30.9401_29.6562,30.940053,29.656189,,,,overpass_live
osm_692965086_30.9401_29.5688,30.94006,29.568758,,,,overpass_live
osm_692025778_30.9401_29.7164,30.940088,29.716441,,,,overpass_live
osm_691495090_30.9401_29.8085,30.940099,29.808503,,,,overpass_live
osm_692222056_30.9401_29.6156,30.9401,29.615581,,,,overpass_live
osm_689162455_30.9401_29.819,30.940101,29.819041,,,,overpass_live
osm_691464985_30.9401_29.8483,30.94011,29.848257,,,,overpass_live
osm_415592355_30.9401_29.5301,30.940119,29.530099,,,,overpass_live
osm_674718096_30.9401_29.6625,30.94013,29.662519,,,,overpass_live
osm_691443898_30.9402_29.8484,30.940165,29.848377,,,,overpass_live
osm_691672600_30.9402_29.7323,30.940169,29.732318,,,,overpass_live
osm_691495091_30.9402_29.8082,30.940172,29.808236,,,,overpass_live
osm_689162454_30.9402_29.8191,30.940193,29.819103,,,,overpass_live
osm_691496930_30.9402_29.8059,30.940205,29.805889,,,,overpass_live
osm_670152383_30.9402_29.6625,30.940213,29.662513,,,,overpass_live
osm_692999989_30.9402_29.573,30.940219,29.573039,,,,overpass_live
osm_691495089_30.9402_29.8087,30.940227,29.808701,,,,overpass_live
osm_692025758_30.9402_29.7171,30.940231,29.717119,,,,overpass_live
osm_691672600_30.9402_29.7284,30.940244,29.728411,,,,overpass_live
osm_692973252_30.9402_29.6159,30.940245,29.615864,,,,overpass_live
osm_692025760_30.9402_29.7177,30.940249,29.717718,,,,overpass_live
osm_692025759_30.9403_29.7178,30.940272,29.717823,,,,overpass_live
osm_672926013_30.9403_29.6462,30.940307,29.646172,,,,overpass_live
osm_691495092_30.9403_29.8088,30.940308,29.808827,,,,overpass_live
osm_691478349_30.9403_29.8034,30.940312,29.803411,,,,overpass_live
osm_692976271_30.9403_29.603,30.940317,29.602994,,,,overpass_live
osm_689162468_30.9403_29.8192,30.940341,29.819203,,,,overpass_live
osm_692025764_30.9403_29.7177,30.940348,29.717679,,,,overpass_live
osm_689194042_30.9404_29.8088,30.940351,29.808795,,,,overpass_live
osm_691484581_30.9404_29.8552,30.94036,29.855183,,,,overpass_live
osm_692025762_30.9404_29.7178,30.94037,29.717782,,,,overpass_live
osm_691478361_30.9404_29.8075,30.940375,29.807534,,,,overpass_live
osm_691495102_30.9404_29.8041,30.940387,29.804132,,,,overpass_live
osm_692025759_30.9404_29.7184,30.940396,29.718363,,,,overpass_live
osm_675001981_30.9404_29.5967,30.940411,29.5967,,,,overpass_live
osm_672926014_30.9404_29.6476,30.940415,29.647623,,,,overpass_live
osm_672926014_30.9404_29.6474,30.940427,29.647374,,,,overpass_live
osm_691453731_30.9404_29.8465,30.940439,29.846513,,,,overpass_live
osm_672926017_30.9404_29.6484,30.940442,29.648374,,,,overpass_live
osm_691635505_30.9404_29.8553,30.940445,29.855311,,,,overpass_live
osm_689097922_30.9405_29.6126,30.940455,29.612647,,,,overpass_live
osm_691672599_30.9405_29.7304,30.940456,29.730403,,,,overpass_live
osm_691478358_30.9405_29.8087,30.940463,29.808717,,,,overpass_live
osm_692025776_30.9405_29.714,30.940493,29.713967,,,,overpass_live
osm_692025762_30.9405_29.7183,30.940497,29.718324,,,,overpass_live
osm_689162459_30.9406_29.8123,30.940586,29.812258,,,,overpass_live
osm_691496930_30.9406_29.8065,30.940607,29.806485,,,,overpass_live
osm_691498387_30.9406_29.8086,30.940612,29.808606,,,,overpass_live
osm_672926015_30.9406_29.6475,30.940616,29.647503,,,,overpass_live
osm_691478354_30.9406_29.804,30.940621,29.803972,,,,overpass_live
osm_674972233_30.9406_29.6576,30.940646,29.657565,,,,overpass_live
osm_692238814_30.9407_29.6308,30.940721,29.630781,,,,overpass_live
osm_693547594_30.9407_29.5907,30.940742,29.590676,,,,overpass_live
osm_254099672_30.9408_29.9802,30.940754,29.9802,,,,overpass_live
osm_691716639_30.9408_29.6841,30.940759,29.684051,,,,overpass_live
osm_692965085_30.9408_29.5674,30.940763,29.567446,,,,overpass_live
osm_691448471_30.9408_29.8249,30.940768,29.82494,,,,overpass_live
osm_674998081_30.9408_29.7596,30.940771,29.759627,,,,overpass_live
osm_674993486_30.9408_29.7594,30.940782,29.759424,,,,overpass_live
osm_674985270_30.9408_29.7589,30.940788,29.7589,,,,overpass_live
osm_691464983_30.9408_29.8497,30.940801,29.849719,,,,overpass_live
osm_692222052_30.9408_29.6169,30.940804,29.616858,,,,overpass_live
osm_692031601_30.9408_29.7156,30.940805,29.715598,,,,overpass_live
osm_674998081_30.9408_29.7607,30.940807,29.760669,,,,overpass_live
osm_689182199_30.9408_29.889,30.940825,29.888972,,,,overpass_live
osm_691483838_30.9408_29.8084,30.940843,29.808352,,,,overpass_live
osm_689194052_30.9408_29.8121,30.940848,29.812068,,,,overpass_live
osm_417074455_30.9409_29.7707,30.940858,29.770714,,,,overpass_live
osm_691662332_30.9409_29.8694,30.9409,29.869383,,,,overpass_live
osm_691449815_30.9409_29.8694,30.940909,29.869401,,,,overpass_live
osm_692025773_30.9409_29.7161,30.940909,29.71614,,,,overpass_live
osm_417073954_30.9409_29.7705,30.940911,29.770488,,,,overpass_live
osm_691443920_30.9409_29.8629,30.940922,29.862917,,,,overpass_live
osm_692025771_30.9409_29.7163,30.940934,29.716266,,,,overpass_live
osm_674993486_30.9409_29.7702,30.940942,29.770242,,,,overpass_live
osm_691444832_30.941_29.8224,30.94095,29.82236,,,,overpass_live
osm_691496929_30.941_29.8054,30.940962,29.805428,,,,overpass_live
osm_674922084_30.941_29.6361,30.940966,29.636149,,,,overpass_live
osm_674972230_30.941_29.6583,30.940971,29.658348,,,,overpass_live
osm_415591918_30.941_29.5027,30.940991,29.502652,,,,overpass_live
osm_691449817_30.941_29.8631,30.940999,29.863135,,,,overpass_live
osm_254099670_30.941_29.9668,30.94101,29.966831,,,,overpass_live
osm_692025758_30.941_29.7168,30.941044,29.716819,,,,overpass_live
osm_692268849_30.941_29.6316,30.941048,29.631634,,,,overpass_live
osm_674993500_30.9411_29.7512,30.941069,29.751188,,,,overpass_live
osm_689194044_30.9411_29.8195,30.941075,29.819513,,,,overpass_live
osm_689194053_30.9411_29.8118,30.941144,29.811834,,,,overpass_live
osm_691495184_30.9412_29.8087,30.94115,29.808674,,,,overpass_live
osm_692238815_30.9412_29.6315,30.94115,29.631519,,,,overpass_live
