Alexandria Traffic Edges (Roads) — SmartCityAnalyzer,,,,,,
from_node,to_node,name,length_m,speed_kph,road_type,source
31.1055_29.7755,31.106_29.7764,شارع مسجد الحاج رضوان 123,96.5,30,Residential,overpass_live
31.1044_29.7751,31.1055_29.7768,شارع مسجد الحاج رضوان 125,190.3,30,Residential,overpass_live
31.0887_29.7524,31.0925_29.7496,شارع مسجد الحاج عبد السلام,507.3,30,Residential,overpass_live
31.2324_29.9863,31.2311_29.9864,شارع مسجد الحاج فريد,143.4,30,Residential,overpass_live
31.1518_30.1149,31.1531_30.1131,شارع مسجد الحامد,216.4,30,Residential,overpass_live
31.19_29.9064,31.1927_29.9068,شارع مسجد الحجاج,301.5,30,Residential,overpass_live
31.0926_29.7562,31.0935_29.7574,شارع مسجد الحرمين,146.1,30,Residential,overpass_live
31.2413_29.9992,31.2423_30.0006,شارع مسجد الحرمين,168.9,30,Residential,overpass_live
31.266_29.9946,31.2666_29.9954,شارع مسجد الحرمين,97.4,30,Residential,overpass_live
31.0926_29.7583,31.092_29.7574,شارع مسجد الحرمين,105.8,30,Residential,overpass_live
31.2203_30.0158,31.2201_30.0164,شارع مسجد الحرمين,51.1,30,Residential,overpass_live
31.1047_29.7821,31.1051_29.7828,شارع مسجد الحرمين,76,30,Residential,overpass_live
31.1013_29.7703,31.1029_29.7724,شارع مسجد الحسن,262.5,30,Residential,overpass_live
31.2131_30.0223,31.2125_30.0245,شارع مسجد الحسن و الحسين,206.1,30,Residential,overpass_live
31.013_29.8077,31.0143_29.809,شارع مسجد الحسين,184.9,30,Residential,overpass_live
31.274_30.0061,31.2745_30.0066,شارع مسجد الحسينى,75.4,30,Residential,overpass_live
31.2613_30.0136,31.2605_30.014,شارع مسجد الحق,94.1,30,Residential,overpass_live
31.1023_29.7698,31.1014_29.771,شارع مسجد الحق,164.2,30,Residential,overpass_live
31.1007_29.7577,31.1034_29.7593,شارع مسجد الحق,384,30,Residential,overpass_live
31.1005_29.7579,31.0999_29.7587,شارع مسجد الحق,95.4,30,Residential,overpass_live
31.2285_29.9729,31.2281_29.9732,شارع مسجد الحق,49,30,Residential,overpass_live
31.2625_30.013,31.2612_30.0135,شارع مسجد الحق,144.7,30,Residential,overpass_live
31.2706_30.0105,31.2715_30.0098,شارع مسجد الحق,155.8,30,Residential,overpass_live
31.2165_29.9671,31.2159_29.9669,شارع مسجد الحق,68.6,30,Residential,overpass_live
31.2701_30.0174,31.2695_30.018,شارع مسجد الحق,89.2,30,Residential,overpass_live
31.1029_29.7586,31.1033_29.7581,شارع مسجد الحق 1,65.5,30,Residential,overpass_live
31.1024_29.7593,31.1029_29.7586,شارع مسجد الحق 1,80.3,30,Residential,overpass_live
31.2165_29.9673,31.2158_29.967,شارع مسجد الحق 1,84.7,30,Residential,overpass_live
31.1021_29.7601,31.1026_29.7595,شارع مسجد الحق 5,83.3,30,Residential,overpass_live
31.091_29.7556,31.0906_29.7549,شارع مسجد الحكمه 1,77.8,30,Residential,overpass_live
31.3229_30.0659,31.3226_30.0656,شارع مسجد الحلقات,53.4,30,Residential,overpass_live
31.0354_29.8343,31.0382_29.8311,شارع مسجد الحليم,424.1,30,Residential,overpass_live
31.2727_30.013,31.2733_30.0143,شارع مسجد الحمامى,137.2,30,Residential,overpass_live
31.0305_29.8216,31.0292_29.8229,شارع مسجد الحمد,187.9,30,Residential,overpass_live
31.2324_29.9856,31.2311_29.9857,شارع مسجد الحمد,142.7,30,Residential,overpass_live
31.2073_30.0336,31.2079_30.0322,شارع مسجد الحمد,139.8,30,Residential,overpass_live
31.216_29.994,31.2162_29.9931,شارع مسجد الحمد,85.4,30,Residential,overpass_live
31.1146_29.7703,31.1159_29.7714,شارع مسجد الحمد,172.3,30,Residential,overpass_live
31.0215_29.7794,31.0202_29.7806,شارع مسجد الحمد,181.4,30,Residential,overpass_live
31.1147_29.7704,31.1149_29.7699,شارع مسجد الحمد 121ب,50.2,30,Residential,overpass_live
31.1157_29.7703,31.1151_29.7708,شارع مسجد الحمد 121ج,103,30,Residential,overpass_live
31.2018_29.9397,31.2022_29.9394,شارع مسجد الحمد لله,57.2,30,Residential,overpass_live
31.0609_29.8155,31.0601_29.8161,شارع مسجد الحى القيوم,103.9,30,Residential,overpass_live
31.2137_30.0249,31.2126_30.0244,شارع مسجد الحى القيوم,132.2,30,Residential,overpass_live
31.1167_29.7916,31.116_29.7924,شارع مسجد الحى القيوم,105.4,30,Residential,overpass_live
31.1151_29.7853,31.1159_29.7855,شارع مسجد الحي القيوم,128.2,30,Residential,overpass_live
31.111_29.7741,31.1105_29.7735,شارع مسجد الخلفاء,68.3,30,Residential,overpass_live
31.2058_29.9987,31.2047_29.9987,شارع مسجد الخلفاء الراشدين,115.1,30,Residential,overpass_live
31.2014_30.0273,31.2034_30.0221,شارع مسجد الخلفاء الراشدين,522,30,Residential,overpass_live
31.1157_29.7651,31.1173_29.7665,شارع مسجد الخليل ابراهيم,217.6,30,Residential,overpass_live
31.2058_29.9989,31.2047_29.9989,شارع مسجد الخير,115.8,30,Residential,overpass_live
31.2327_29.9823,31.2307_29.9823,شارع مسجد الدار,216.5,30,Residential,overpass_live
31.1164_29.7867,31.1171_29.7876,شارع مسجد الدعاء,106.1,30,Residential,overpass_live
31.2561_29.991,31.2579_29.989,شارع مسجد الدعوه,262.5,30,Residential,overpass_live
31.2081_30.0216,31.2078_30.0226,شارع مسجد الدعوه,93.6,30,Residential,overpass_live
31.251_29.9961,31.2515_29.9968,شارع مسجد الدعوه,82.6,30,Residential,overpass_live
31.2527_29.9915,31.2552_29.9952,شارع مسجد الراشدين,437.7,30,Residential,overpass_live
31.1154_29.7897,31.1166_29.7888,شارع مسجد الرحاب,155.9,30,Residential,overpass_live
31.2394_30.007,31.2386_30.0058,شارع مسجد الرحاب,145.1,30,Residential,overpass_live
31.1137_29.792,31.1163_29.7895,شارع مسجد الرحاب,363.4,30,Residential,overpass_live
31.1149_29.7902,31.1154_29.7897,شارع مسجد الرحاب,80.2,30,Residential,overpass_live
30.9104_30.1693,30.9113_30.1726,شارع مسجد الرحمة,312.3,30,Residential,overpass_live
31.1448_30.1141,31.145_30.1118,شارع مسجد الرحمة,205.3,30,Residential,overpass_live
31.0642_29.6847,31.0544_29.6953,شارع مسجد الرحمن,1445.2,30,Residential,overpass_live
31.2364_29.9746,31.2384_29.9763,شارع مسجد الرحمن,272.4,30,Residential,overpass_live
31.0192_29.7853,31.0199_29.7848,شارع مسجد الرحمن,91.5,30,Residential,overpass_live
31.0113_29.806,31.0103_29.807,شارع مسجد الرحمن,143.4,30,Residential,overpass_live
31.1989_30.0388,31.1997_30.0367,شارع مسجد الرحمن,210.5,30,Residential,overpass_live
31.2166_29.9718,31.217_29.9706,شارع مسجد الرحمن,116.6,30,Residential,overpass_live
31.2193_30.0041,31.2203_30.0061,شارع مسجد الرحمن,229.2,30,Residential,overpass_live
31.2194_29.9789,31.2201_29.9794,شارع مسجد الرحمن,97.5,30,Residential,overpass_live
31.2507_30.0102,31.249_30.0117,شارع مسجد الرحمن,230.5,30,Residential,overpass_live
31.2085_30.0224,31.2087_30.0207,شارع مسجد الرحمن,153.1,30,Residential,overpass_live
31.2133_30.0267,31.2111_30.0256,شارع مسجد الرحمن,259.9,30,Residential,overpass_live
31.2131_30.0275,31.211_30.0263,شارع مسجد الرحمن,258.1,30,Residential,overpass_live
31.2136_30.0252,31.2121_30.0245,شارع مسجد الرحمن,181.5,30,Residential,overpass_live
31.0521_29.8335,31.0511_29.8351,شارع مسجد الرحمن,177.4,30,Residential,overpass_live
31.194_29.9396,31.1936_29.9399,شارع مسجد الرحمن,55.8,30,Residential,overpass_live
31.1313_30.1263,31.132_30.1269,شارع مسجد الرحمن,113.3,30,Residential,overpass_live
31.0307_29.8218,31.0294_29.8232,شارع مسجد الرحمن,200.1,30,Residential,overpass_live
31.2502_29.9856,31.2514_29.9851,شارع مسجد الرحمن,139,30,Residential,overpass_live
31.1013_29.7628,31.0995_29.7644,شارع مسجد الرحمن,242.2,30,Residential,overpass_live
31.0504_29.8288,31.0523_29.8293,شارع مسجد الرحمن,284.7,30,Residential,overpass_live
31.053_29.7999,31.0513_29.8009,شارع مسجد الرحمن,211.6,30,Residential,overpass_live
31.1011_29.7576,31.1014_29.7572,شارع مسجد الرحمن,55.4,30,Residential,overpass_live
31.023_29.7814,31.0213_29.7828,شارع مسجد الرحمن,232.3,30,Residential,overpass_live
31.1105_29.7699,31.107_29.7742,شارع مسجد الرحمن,554.7,30,Residential,overpass_live
31.2612_30.0217,31.2653_30.0196,شارع مسجد الرحمن,491.3,30,Residential,overpass_live
31.2365_29.9838,31.2351_29.9839,شارع مسجد الرحمن,158,30,Residential,overpass_live
31.3117_30.0623,31.3123_30.0603,شارع مسجد الرحمن,192.5,30,Residential,overpass_live
31.2642_30.0098,31.2626_30.0082,شارع مسجد الرحمن,221.2,30,Residential,overpass_live
31.1289_30.144,31.1316_30.1442,شارع مسجد الرحمن,302.2,30,Residential,overpass_live
31.1389_30.1317,31.1384_30.1309,شارع مسجد الرحمن,89.8,30,Residential,overpass_live
31.1441_30.1123,31.1447_30.1125,شارع مسجد الرحمن,73.2,30,Residential,overpass_live
31.1067_29.7834,31.1056_29.785,شارع مسجد الرحمن,207.9,30,Residential,overpass_live
31.2508_30.0269,31.2472_30.0301,شارع مسجد الرحمن,492.7,30,Residential,overpass_live
31.0981_29.763,31.097_29.7616,شارع مسجد الرحمن,179.6,30,Residential,overpass_live
31.1959_29.9381,31.1962_29.9377,شارع مسجد الرحمن,44.4,30,Residential,overpass_live
31.2435_30.0473,31.2427_30.0485,شارع مسجد الرحمن,140.2,30,Residential,overpass_live
31.2546_30.0136,31.2541_30.0128,شارع مسجد الرحمن,95.8,30,Residential,overpass_live
31.2261_30.0028,31.2256_30.0021,شارع مسجد الرحمن,88.3,30,Residential,overpass_live
31.0638_29.818,31.0633_29.8198,شارع مسجد الرحمن,228.5,30,Residential,overpass_live
31.2652_30.0196,31.2611_30.0216,شارع مسجد الرحمن,491.6,30,Residential,overpass_live
31.1967_30.0353,31.1962_30.0351,شارع مسجد الرحمن,65,30,Residential,overpass_live
31.0706_29.7226,31.0695_29.7239,شارع مسجد الرحمن,177.8,30,Residential,overpass_live
31.2079_29.995,31.2079_29.9945,شارع مسجد الرحمن,49.3,30,Residential,overpass_live
31.0192_29.7853,31.019_29.7855,شارع مسجد الرحمن,22.6,30,Residential,overpass_live
31.2058_29.9985,31.2061_29.9985,شارع مسجد الرحمن,31.5,30,Residential,overpass_live
31.299_30.0532,31.2979_30.0523,شارع مسجد الرحمن,141.7,30,Residential,overpass_live
31.2162_30.0257,31.2167_30.0241,شارع مسجد الرحمن,156.9,30,Residential,overpass_live
31.2311_29.9662,31.2309_29.9663,شارع مسجد الرحمن,21.3,30,Residential,overpass_live
31.2314_29.9669,31.231_29.9662,شارع مسجد الرحمن,72.5,30,Residential,overpass_live
31.2085_30.0299,31.2084_30.0307,شارع مسجد الرحمن,71.4,30,Residential,overpass_live
31.268_30.0159,31.2672_30.0147,شارع مسجد الرحمن,141.6,30,Residential,overpass_live
31.2679_30.0139,31.2674_30.0143,شارع مسجد الرحمن,69.7,30,Residential,overpass_live
31.2979_30.0587,31.2984_30.0594,شارع مسجد الرحمن,88.6,30,Residential,overpass_live
31.112_29.7886,31.1131_29.7874,شارع مسجد الرحمن,156.6,30,Residential,overpass_live
31.3013_30.0645,31.3025_30.0632,شارع مسجد الرحمن,170.1,30,Residential,overpass_live
31.1141_29.7665,31.1123_29.7646,شارع مسجد الرحمن,267.5,30,Residential,overpass_live
31.1165_29.784,31.117_29.7847,شارع مسجد الرحمن,85.2,30,Residential,overpass_live
31.205_30.0365,31.2045_30.0381,شارع مسجد الرحمن,150.9,30,Residential,overpass_live
31.1102_29.7741,31.1095_29.7732,شارع مسجد الرحمن,114.9,30,Residential,overpass_live
31.1436_30.1122,31.1441_30.1123,شارع مسجد الرحمن,59.6,30,Residential,overpass_live
31.3114_30.0635,31.3117_30.0623,شارع مسجد الرحمن,110.8,30,Residential,overpass_live
31.2366_30.0035,31.2358_30.0023,شارع مسجد الرحمن,145.9,30,Residential,overpass_live
31.2106_29.9533,31.2098_29.9563,شارع مسجد الرحمن,281.5,30,Residential,overpass_live
31.253_29.9828,31.2515_29.9844,شارع مسجد الرحمن,218.3,30,Residential,overpass_live
31.0155_29.7793,31.0218_29.7744,شارع مسجد الرحمن,844.4,30,Residential,overpass_live
31.2556_29.9931,31.2562_29.9939,شارع مسجد الرحمن,87.3,30,Residential,overpass_live
31.1012_29.7569,31.1008_29.7573,شارع مسجد الرحمن 1,58,30,Residential,overpass_live
31.1065_29.7842,31.1068_29.7846,شارع مسجد الرحمن 1,48.1,30,Residential,overpass_live
31.1127_29.7642,31.1121_29.7649,شارع مسجد الرحمن 1,86,30,Residential,overpass_live
31.0241_29.7871,31.0254_29.7859,شارع مسجد الرحمن 2,175.8,30,Residential,overpass_live
31.2661_30.0237,31.2652_30.0222,شارع مسجد الرحمن الرحيم,165.2,30,Residential,overpass_live
31.0197_29.7799,31.0209_29.7787,شارع مسجد الرحمه,164.4,30,Residential,overpass_live
31.0163_29.7897,31.0158_29.79,شارع مسجد الرحمه,64.2,30,Residential,overpass_live
31.2459_29.9693,31.2466_29.9686,شارع مسجد الرحمه,104.8,30,Residential,overpass_live
31.0434_29.8293,31.043_29.8289,شارع مسجد الرحمه,65.3,30,Residential,overpass_live
31.0643_29.7036,31.0624_29.7053,شارع مسجد الرحمه,258.6,30,Residential,overpass_live
31.0398_29.8235,31.0396_29.8251,شارع مسجد الرحمه,143.6,30,Residential,overpass_live
31.0322_29.7876,31.0329_29.7887,شارع مسجد الرحمه,121.7,30,Residential,overpass_live
31.1051_29.7736,31.1045_29.7741,شارع مسجد الرحمه,83.7,30,Residential,overpass_live
31.1284_29.8157,31.1287_29.8164,شارع مسجد الرحمه,77.4,30,Residential,overpass_live
31.2734_30.008,31.2738_30.0083,شارع مسجد الرحمه,57,30,Residential,overpass_live
31.2767_30.004,31.2772_30.0037,شارع مسجد الرحمه,63,30,Residential,overpass_live
31.1999_29.9859,31.1996_29.9856,شارع مسجد الرحمه,47.1,30,Residential,overpass_live
31.1928_29.9422,31.1933_29.9435,شارع مسجد الرحمه,133.6,30,Residential,overpass_live
31.2392_29.981,31.2391_29.9807,شارع مسجد الرحمه,32,30,Residential,overpass_live
31.2718_30.0162,31.272_30.0169,شارع مسجد الرحمه,67.2,30,Residential,overpass_live
31.2219_29.9754,31.2217_29.9743,شارع مسجد الرحمه,100.3,30,Residential,overpass_live
31.2549_30.0009,31.2546_30.0005,شارع مسجد الرحمه,45.1,30,Residential,overpass_live
31.1203_29.7863,31.1206_29.7871,شارع مسجد الرحمه,102.8,30,Residential,overpass_live
31.1109_29.7649,31.1114_29.7641,شارع مسجد الرحمه,87.7,30,Residential,overpass_live
31.2311_29.987,31.2309_29.9831,شارع مسجد الرحمه,350.9,30,Residential,overpass_live
31.134_29.8138,31.1326_29.8148,شارع مسجد الرحمه,179.1,30,Residential,overpass_live
31.0197_29.7787,31.0192_29.7792,شارع مسجد الرحمه,70.5,30,Residential,overpass_live
31.0205_29.781,31.0181_29.7777,شارع مسجد الرحمه,395.1,30,Residential,overpass_live
31.3145_30.0659,31.315_30.067,شارع مسجد الرحمه,114.4,30,Residential,overpass_live
31.1931_29.9435,31.1975_29.9527,شارع مسجد الرحمه,967.4,30,Residential,overpass_live
31.0185_29.7766,31.023_29.7726,شارع مسجد الرحمه 2,613.9,30,Residential,overpass_live
31.2649_30.0232,31.2659_30.0247,شارع مسجد الرحيم,172.8,30,Residential,overpass_live
31.2937_30.0561,31.2943_30.0552,شارع مسجد الرزاق,124.4,30,Residential,overpass_live
31.222_29.9722,31.2215_29.9725,شارع مسجد الرضا,57.4,30,Residential,overpass_live
31.2236_30.0031,31.2244_30.0043,شارع مسجد الرضا,142.9,30,Residential,overpass_live
31.1029_29.7788,31.1026_29.779,شارع مسجد الرضا,36,30,Residential,overpass_live
31.1024_29.7787,31.1027_29.7792,شارع مسجد الرضا 1,59.3,30,Residential,overpass_live
31.2413_30.0067,31.2407_30.0059,شارع مسجد الرضا 20,96.2,30,Residential,overpass_live
31.1104_29.7534,31.1096_29.7542,شارع مسجد الرضوان,119.5,30,Residential,overpass_live
31.0971_29.7695,31.0979_29.7685,شارع مسجد الرضوان,125.8,30,Residential,overpass_live
31.2094_30.026,31.2098_30.0244,شارع مسجد الرضوان,147.4,30,Residential,overpass_live
31.293_30.0553,31.2925_30.0533,شارع مسجد الرضوان,194,30,Residential,overpass_live
31.2632_30.0218,31.2645_30.0208,شارع مسجد الرضوى,175,30,Residential,overpass_live
31.2624_30.0221,31.2631_30.0218,شارع مسجد الرضوى,91.1,30,Residential,overpass_live
31.2319_29.977,31.2318_29.9768,شارع مسجد الرفاعى,21.2,30,Residential,overpass_live
31.2813_30.0129,31.2804_30.0152,شارع مسجد الرقيب,245.1,30,Residential,overpass_live
31.2781_30.0165,31.2792_30.0151,شارع مسجد الرقيب,202.6,30,Residential,overpass_live
31.2077_30.0303,31.2098_30.0313,شارع مسجد الروضة,250.5,30,Residential,overpass_live
31.2128_30.0144,31.2138_30.0151,شارع مسجد الروضة,124.1,30,Residential,overpass_live
31.1307_29.8248,31.131_29.8243,شارع مسجد الروضة,60,30,Residential,overpass_live
31.2282_29.9676,31.2275_29.9684,شارع مسجد الروضة,107.2,30,Residential,overpass_live
31.2673_30.0115,31.2681_30.0109,شارع مسجد الروضة,107.4,30,Residential,overpass_live
31.1042_29.7826,31.105_29.7819,شارع مسجد الروضة,109.1,30,Residential,overpass_live
31.2058_30.0237,31.206_30.0234,شارع مسجد الروضة,30.6,30,Residential,overpass_live
31.2056_30.0235,31.2059_30.0236,شارع مسجد الروضة,32.3,30,Residential,overpass_live
31.2069_30.03,31.2077_30.0303,شارع مسجد الروضة,92.2,30,Residential,overpass_live
31.1143_29.7811,31.114_29.7817,شارع مسجد الروضة,71,30,Residential,overpass_live
31.1193_29.7833,31.1169_29.7856,شارع مسجد الروضة,356.3,30,Residential,overpass_live
31.1044_29.7824,31.1043_29.7823,شارع مسجد الروضة 1,15.5,30,Residential,overpass_live
31.099_29.7472,31.0984_29.7468,شارع مسجد الروضة الخضراء,71.8,30,Residential,overpass_live
31.2014_29.9391,31.1994_29.9408,شارع مسجد الروضة الشريفه,278.2,30,Residential,overpass_live
31.2784_30.0089,31.2782_30.0091,شارع مسجد الروضة الشريفه,23.1,30,Residential,overpass_live
31.2415_30.0065,31.2409_30.0057,شارع مسجد الروضة الشريفه,96.3,30,Residential,overpass_live
31.2653_29.9924,31.2638_29.9945,شارع مسجد الرياض,249,30,Residential,overpass_live
31.1119_29.7866,31.1126_29.7875,شارع مسجد الرياض,111.4,30,Residential,overpass_live
31.1228_30.148,31.1239_30.1471,شارع مسجد الزربة,190,30,Residential,overpass_live
31.2145_30.0137,31.2167_30.0153,شارع مسجد الزهراء,285.3,30,Residential,overpass_live
31.2206_29.9732,31.2211_29.9731,شارع مسجد الزهور,56.5,30,Residential,overpass_live
31.3022_30.0555,31.3009_30.0569,شارع مسجد السادات,197,30,Residential,overpass_live
31.254_29.9858,31.2531_29.9842,شارع مسجد الساده القادرين,175.1,30,Residential,overpass_live
31.249_30.0225,31.2521_30.0275,شارع مسجد السعد,559.6,30,Residential,overpass_live
31.2063_30.025,31.2061_30.0259,شارع مسجد السلام,91.1,30,Residential,overpass_live
31.2182_30.021,31.2148_30.0198,شارع مسجد السلام,396.6,30,Residential,overpass_live
31.2145_29.9959,31.2138_29.998,شارع مسجد السلام,201.8,30,Residential,overpass_live
31.206_30.0352,31.2067_30.0333,شارع مسجد السلام,190.8,30,Residential,overpass_live
31.0664_29.7076,31.0642_29.7095,شارع مسجد السلام,293.1,30,Residential,overpass_live
31.124_29.7873,31.1228_29.7892,شارع مسجد السلام,214.1,30,Residential,overpass_live
31.0844_29.7446,31.0827_29.7465,شارع مسجد السلام,262.5,30,Residential,overpass_live
31.0963_29.7631,31.0973_29.7642,شارع مسجد السلام,147.4,30,Residential,overpass_live
31.2601_29.9959,31.2568_29.9921,شارع مسجد السلام,502.3,30,Residential,overpass_live
31.2344_29.9758,31.2343_29.9741,شارع مسجد السلام,145.9,30,Residential,overpass_live
31.1332_30.1526,31.1309_30.1524,شارع مسجد السلام,255.4,30,Residential,overpass_live
31.1909_29.936,31.1914_29.9367,شارع مسجد السلام,80,30,Residential,overpass_live
31.2015_29.9398,31.2003_29.9405,شارع مسجد السلام,143.3,30,Residential,overpass_live
31.1967_29.9388,31.1974_29.9394,شارع مسجد السلام,93.5,30,Residential,overpass_live
31.1464_30.1264,31.146_30.1238,شارع مسجد السلام,274.6,30,Residential,overpass_live
31.1163_29.7643,31.1108_29.7725,شارع مسجد السلام,956.8,30,Residential,overpass_live
31.1119_29.779,31.109_29.7815,شارع مسجد السلام,414.5,30,Residential,overpass_live
31.2003_29.9404,31.1999_29.9407,شارع مسجد السلام,43.7,30,Residential,overpass_live
31.2569_30.0214,31.2561_30.0202,شارع مسجد السلام,137.4,30,Residential,overpass_live
31.2022_29.9843,31.2006_29.9843,شارع مسجد السلام,182,30,Residential,overpass_live
31.1898_30.0101,31.1912_30.0074,شارع مسجد السلام,285.3,30,Residential,overpass_live
31.205_30.0023,31.2064_30.0023,شارع مسجد السلام,149.9,30,Residential,overpass_live
31.2076_30.0023,31.2064_30.0022,شارع مسجد السلام,137.8,30,Residential,overpass_live
31.2691_29.9932,31.2686_29.9933,شارع مسجد السلام,66.7,30,Residential,overpass_live
31.2342_29.9747,31.2344_29.9747,شارع مسجد السلام,21.1,30,Residential,overpass_live
31.2157_30.0254,31.2137_30.0246,شارع مسجد السلام,226.8,30,Residential,overpass_live
31.2363_29.9923,31.2355_29.9924,شارع مسجد السلام,89.7,30,Residential,overpass_live
31.0806_29.7406,31.0808_29.741,شارع مسجد السلام,43.6,30,Residential,overpass_live
31.2666_30.0132,31.2667_30.0135,شارع مسجد السلام,27.7,30,Residential,overpass_live
31.2669_30.0144,31.2667_30.0135,شارع مسجد السلام,83.2,30,Residential,overpass_live
31.2111_30.0207,31.2115_30.0209,شارع مسجد السلام,49.1,30,Residential,overpass_live
31.1156_29.7877,31.1168_29.7864,شارع مسجد السلام,188.6,30,Residential,overpass_live
31.2412_30.0035,31.2403_30.0023,شارع مسجد السلام,142.3,30,Residential,overpass_live
31.0238_29.7715,31.018_29.7762,شارع مسجد السلام,771.2,30,Residential,overpass_live
31.1159_29.7919,31.1171_29.7908,شارع مسجد السلام,183.3,30,Residential,overpass_live
31.1281_29.7863,31.1306_29.7831,شارع مسجد السلام,405.1,30,Residential,overpass_live
31.128_29.8165,31.1263_29.8182,شارع مسجد السلام,246,30,Residential,overpass_live
31.265_30.0161,31.2652_30.0167,شارع مسجد السلام 1,57.2,30,Residential,overpass_live
31.0854_29.7491,31.0859_29.7497,شارع مسجد السلام 10,74.9,30,Residential,overpass_live
31.086_29.7494,31.0858_29.7491,شارع مسجد السلام 12,34.1,30,Residential,overpass_live
31.083_29.7459,31.0836_29.7467,شارع مسجد السلام 131,89.4,30,Residential,overpass_live
31.0834_29.7469,31.0828_29.7462,شارع مسجد السلام 131أ,92,30,Residential,overpass_live
31.086_29.7494,31.0862_29.7498,شارع مسجد السلام 14,38.5,30,Residential,overpass_live
31.0842_29.7511,31.0844_29.7513,شارع مسجد السلام 2,23.9,30,Residential,overpass_live
31.0844_29.7509,31.0841_29.7504,شارع مسجد السلام 3,54.3,30,Residential,overpass_live
31.0844_29.7509,31.0845_29.7511,شارع مسجد السلام 3,21.2,30,Residential,overpass_live
31.0847_29.7509,31.0843_29.7502,شارع مسجد السلام 4,74.6,30,Residential,overpass_live
31.0849_29.7507,31.0844_29.7501,شارع مسجد السلام 5,77.8,30,Residential,overpass_live
31.085_29.7506,31.0846_29.7499,شارع مسجد السلام 6,74.9,30,Residential,overpass_live
31.0848_29.7498,31.0852_29.7504,شارع مسجد السلام 7,75.2,30,Residential,overpass_live
31.0849_29.7496,31.0854_29.7502,شارع مسجد السلام 8,77.2,30,Residential,overpass_live
31.0853_29.7493,31.0857_29.7499,شارع مسجد السلام 9,76.9,30,Residential,overpass_live
31.0948_29.753,31.0954_29.7522,شارع مسجد السلف الصالح,98.8,30,Residential,overpass_live
31.096_29.7531,31.0965_29.7526,شارع مسجد السلف الصالح,71.9,30,Residential,overpass_live
31.2569_30.0006,31.2562_29.9995,شارع مسجد السلف الصالح,119,30,Residential,overpass_live
31.2281_29.9673,31.2261_29.9687,شارع مسجد السلمونى,255.2,30,Residential,overpass_live
31.1296_29.8224,31.1301_29.8231,شارع مسجد السميع العليم,100.6,30,Residential,overpass_live
31.1287_29.8216,31.1296_29.8224,شارع مسجد السميع العليم,117.2,30,Residential,overpass_live
31.2502_30.0274,31.2508_30.0284,شارع مسجد السنيين,108.3,30,Residential,overpass_live
31.2675_30.0042,31.2692_30.0055,شارع مسجد السيده زينب,262,30,Residential,overpass_live
31.2518_29.9824,31.2528_29.9811,شارع مسجد السيوف,164.2,30,Residential,overpass_live
31.2538_30.0125,31.2545_30.0118,شارع مسجد الشامى,95.8,30,Residential,overpass_live
31.1131_29.7678,31.1156_29.7696,شارع مسجد الشرش,328.6,30,Residential,overpass_live
31.1812_29.8954,31.1807_29.8946,شارع مسجد الشنيطى,87.3,30,Residential,overpass_live
31.2127_30.0295,31.2106_30.0284,شارع مسجد الشهداء,255.2,30,Residential,overpass_live
31.2351_29.9852,31.2327_29.9853,شارع مسجد الشهداء,269.4,30,Residential,overpass_live
31.1278_30.1287,31.1284_30.129,شارع مسجد الشهداء,70.7,30,Residential,overpass_live
31.1006_29.7776,31.0988_29.7743,شارع مسجد الشهداء,352.7,30,Residential,overpass_live
31.274_30.0145,31.2748_30.0155,شارع مسجد الشهداء,125.6,30,Residential,overpass_live
31.2655_30.0129,31.2659_30.0135,شارع مسجد الشهداء,75.2,30,Residential,overpass_live
31.1021_29.7795,31.1014_29.7803,شارع مسجد الشهداء 1,108.4,30,Residential,overpass_live
31.102_29.7792,31.1021_29.7793,شارع مسجد الشهداء 1,19.6,30,Residential,overpass_live
31.0146_29.7714,31.0139_29.7715,شارع مسجد الشهيد,96.7,30,Residential,overpass_live
31.0715_29.724,31.0704_29.7251,شارع مسجد الشهيد,154.8,30,Residential,overpass_live
31.1062_29.7662,31.1055_29.7669,شارع مسجد الشهيد ابراهيم عويس,97.8,30,Residential,overpass_live
31.0704_29.7292,31.0723_29.7325,شارع مسجد الشهيد شريف,357.6,30,Residential,overpass_live
31.2541_30.0019,31.253_30.0004,شارع مسجد الشهيد عبد الحميد الفرماوى,201.9,30,Residential,overpass_live
31.1411_30.1131,31.1437_30.1138,شارع مسجد الشهيد عبد المنعم,305,30,Residential,overpass_live
31.2566_30.0034,31.2572_30.0039,شارع مسجد الشهيد محمود محمد حفنى,83.8,30,Residential,overpass_live
31.267_30.0232,31.2633_30.0269,شارع مسجد الشيخ الصديق,547.5,30,Residential,overpass_live
31.0506_29.8345,31.0513_29.8331,شارع مسجد الشيخ امان,146.9,30,Residential,overpass_live
31.2729_30.0127,31.2715_30.0147,شارع مسجد الشيخ محمد عبد الحليم,245.5,30,Residential,overpass_live
31.1035_29.7808,31.1021_29.7822,شارع مسجد الشيماء,197.4,30,Residential,overpass_live
31.1031_29.7811,31.1033_29.7815,شارع مسجد الشيماء 2,39.8,30,Residential,overpass_live
31.103_29.7809,31.1031_29.7811,شارع مسجد الشيماء 2,23.2,30,Residential,overpass_live
31.1028_29.7814,31.103_29.7815,شارع مسجد الشيماء 3,18.3,30,Residential,overpass_live
