system:index,mean,.geo
600,1.1631948661200608,"{""type"":""Polygon"",""coordinates"":[[[29.83999999999999,31.25999999999997],[29.85,31.25999999999997],[29.85,31.26999999999997],[29.83999999999999,31.26999999999997],[29.83999999999999,31.25999999999997]]]}"
601,1.0612727692461355,"{""type"":""Polygon"",""coordinates"":[[[29.83999999999999,31.26999999999997],[29.85,31.26999999999997],[29.85,31.279999999999976],[29.839999999999996,31.279999999999976],[29.83999999999999,31.26999999999997]]]}"
602,0.9757937840834446,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.279999999999976],[29.85,31.279999999999976],[29.85,31.289999999999967],[29.839999999999996,31.289999999999967],[29.839999999999996,31.279999999999976]]]}"
603,0.8796881758902647,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.289999999999967],[29.85,31.289999999999967],[29.85,31.29999999999997],[29.839999999999996,31.29999999999997],[29.839999999999996,31.289999999999967]]]}"
604,0.8151846006512642,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.29999999999997],[29.85,31.29999999999997],[29.849999999999994,31.309999999999974],[29.839999999999996,31.309999999999974],[29.839999999999996,31.29999999999997]]]}"
605,0.7487503402023589,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.30999999999996],[29.849999999999994,31.309999999999967],[29.85,31.31999999999997],[29.839999999999996,31.319999999999972],[29.839999999999996,31.30999999999996]]]}"
606,0.7125646111708653,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.319999999999972],[29.85,31.31999999999997],[29.849999999999994,31.329999999999973],[29.839999999999996,31.329999999999973],[29.839999999999996,31.319999999999972]]]}"
607,0.6495391572766666,"{""type"":""Polygon"",""coordinates"":[[[29.83999999999999,31.329999999999966],[29.85,31.329999999999966],[29.849999999999994,31.339999999999964],[29.839999999999996,31.339999999999964],[29.83999999999999,31.329999999999966]]]}"
608,0.626218658,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.339999999999964],[29.849999999999994,31.339999999999964],[29.85,31.349999999999977],[29.839999999999996,31.34999999999997],[29.839999999999996,31.339999999999964]]]}"
609,0.5717971090742722,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.34999999999997],[29.85,31.349999999999977],[29.849999999999994,31.35999999999997],[29.839999999999996,31.35999999999997],[29.839999999999996,31.34999999999997]]]}"
610,0.5617934502247962,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.35999999999997],[29.849999999999994,31.35999999999997],[29.849999999999994,31.369999999999962],[29.839999999999996,31.36999999999997],[29.839999999999996,31.35999999999997]]]}"
611,0.5486372671078277,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.36999999999997],[29.849999999999994,31.369999999999962],[29.849999999999994,31.37999999999997],[29.839999999999996,31.37999999999997],[29.839999999999996,31.36999999999997]]]}"
612,0.5379305097121226,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.37999999999997],[29.849999999999994,31.37999999999997],[29.85,31.38999999999997],[29.839999999999996,31.38999999999997],[29.839999999999996,31.37999999999997]]]}"
613,0.5198082891848719,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.38999999999997],[29.85,31.38999999999997],[29.85,31.399999999999974],[29.839999999999996,31.399999999999974],[29.839999999999996,31.38999999999997]]]}"
614,0.5013527610678223,"{""type"":""Polygon"",""coordinates"":[[[29.839999999999996,31.399999999999974],[29.85,31.399999999999974],[29.849999999999994,31.40999999999996],[29.839999999999996,31.409999999999975],[29.839999999999996,31.399999999999974]]]}"
615,130.87032205580152,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,30.999999999999968],[29.859999999999992,30.999999999999968],[29.859999999999992,31.009999999999966],[29.849999999999994,31.00999999999998],[29.849999999999994,30.999999999999968]]]}"
616,24.397060388246413,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.00999999999998],[29.859999999999992,31.009999999999966],[29.859999999999992,31.01999999999997],[29.85,31.01999999999997],[29.849999999999994,31.00999999999998]]]}"
617,18.279649119856618,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.01999999999997],[29.859999999999992,31.01999999999997],[29.859999999999992,31.029999999999973],[29.849999999999994,31.02999999999998],[29.849999999999994,31.01999999999997]]]}"
618,19.021020258784954,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.02999999999998],[29.859999999999992,31.029999999999973],[29.859999999999992,31.039999999999964],[29.849999999999994,31.03999999999997],[29.849999999999994,31.02999999999998]]]}"
619,10.209099406395651,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.039999999999964],[29.859999999999992,31.03999999999996],[29.859999999999992,31.049999999999965],[29.849999999999994,31.049999999999976],[29.849999999999994,31.039999999999964]]]}"
620,9.281480149995714,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.049999999999976],[29.859999999999992,31.049999999999965],[29.859999999999992,31.059999999999963],[29.849999999999994,31.059999999999963],[29.849999999999994,31.049999999999976]]]}"
621,20.85163514914252,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.059999999999963],[29.859999999999992,31.059999999999963],[29.859999999999992,31.06999999999997],[29.849999999999994,31.069999999999975],[29.849999999999994,31.059999999999963]]]}"
622,37.88672216903191,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.069999999999975],[29.859999999999992,31.06999999999997],[29.859999999999992,31.079999999999963],[29.849999999999994,31.07999999999997],[29.849999999999994,31.069999999999975]]]}"
623,54.39875000639807,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.07999999999997],[29.859999999999992,31.079999999999963],[29.859999999999992,31.08999999999996],[29.849999999999994,31.089999999999968],[29.849999999999994,31.07999999999997]]]}"
624,78.45401118142266,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.089999999999968],[29.859999999999992,31.08999999999996],[29.859999999999992,31.099999999999966],[29.849999999999994,31.099999999999966],[29.849999999999994,31.089999999999968]]]}"
625,107.58157259381582,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.099999999999966],[29.859999999999992,31.099999999999966],[29.859999999999992,31.109999999999975],[29.849999999999994,31.109999999999975],[29.849999999999994,31.099999999999966]]]}"
626,80.88561902986287,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.109999999999967],[29.859999999999992,31.109999999999967],[29.859999999999992,31.119999999999973],[29.849999999999994,31.119999999999973],[29.849999999999994,31.109999999999967]]]}"
627,59.45222412435572,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.119999999999973],[29.859999999999992,31.119999999999973],[29.859999999999992,31.12999999999997],[29.849999999999994,31.12999999999997],[29.849999999999994,31.119999999999973]]]}"
628,111.81013376865702,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.129999999999967],[29.859999999999992,31.129999999999967],[29.859999999999992,31.139999999999972],[29.85,31.139999999999972],[29.849999999999994,31.129999999999967]]]}"
629,142.76786362784247,"{""type"":""Polygon"",""coordinates"":[[[29.85,31.139999999999972],[29.859999999999992,31.139999999999972],[29.859999999999992,31.149999999999963],[29.849999999999994,31.14999999999997],[29.85,31.139999999999972]]]}"
630,75.17748274089605,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.149999999999963],[29.859999999999992,31.14999999999996],[29.859999999999992,31.159999999999965],[29.849999999999994,31.159999999999965],[29.849999999999994,31.149999999999963]]]}"
631,60.95832619021454,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.159999999999965],[29.859999999999992,31.159999999999965],[29.859999999999992,31.16999999999997],[29.849999999999994,31.16999999999997],[29.849999999999994,31.159999999999965]]]}"
632,26.27786573529338,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.16999999999997],[29.859999999999992,31.16999999999997],[29.859999999999992,31.179999999999968],[29.849999999999994,31.179999999999968],[29.849999999999994,31.16999999999997]]]}"
633,50.03138745625815,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.179999999999968],[29.859999999999992,31.179999999999968],[29.859999999999992,31.18999999999997],[29.849999999999994,31.18999999999997],[29.849999999999994,31.179999999999968]]]}"
634,20.051833570333866,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.18999999999997],[29.859999999999992,31.18999999999997],[29.859999999999992,31.199999999999974],[29.849999999999994,31.199999999999974],[29.849999999999994,31.18999999999997]]]}"
635,5.937971130969122,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.199999999999967],[29.859999999999992,31.199999999999967],[29.859999999999992,31.209999999999965],[29.849999999999994,31.209999999999965],[29.849999999999994,31.199999999999967]]]}"
636,3.557468228638881,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.209999999999965],[29.859999999999992,31.209999999999965],[29.859999999999992,31.219999999999967],[29.849999999999994,31.219999999999974],[29.849999999999994,31.209999999999965]]]}"
637,2.295003983804158,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.219999999999967],[29.859999999999992,31.219999999999967],[29.859999999999992,31.229999999999972],[29.849999999999994,31.22999999999998],[29.849999999999994,31.219999999999967]]]}"
638,1.802707001755509,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.22999999999998],[29.859999999999992,31.229999999999972],[29.859999999999992,31.23999999999997],[29.849999999999994,31.23999999999997],[29.849999999999994,31.22999999999998]]]}"
639,1.5537635242759664,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.239999999999966],[29.859999999999992,31.239999999999966],[29.859999999999992,31.24999999999997],[29.849999999999994,31.24999999999997],[29.849999999999994,31.239999999999966]]]}"
640,1.362590402529906,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.24999999999997],[29.859999999999992,31.24999999999997],[29.859999999999992,31.25999999999997],[29.849999999999994,31.259999999999977],[29.849999999999994,31.24999999999997]]]}"
641,1.2093190905222888,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.259999999999977],[29.859999999999992,31.25999999999997],[29.859999999999992,31.26999999999997],[29.849999999999994,31.269999999999975],[29.849999999999994,31.259999999999977]]]}"
642,1.076343917562848,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.269999999999975],[29.859999999999992,31.26999999999997],[29.859999999999992,31.27999999999997],[29.849999999999994,31.279999999999976],[29.849999999999994,31.269999999999975]]]}"
643,0.9645519873875052,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.279999999999976],[29.859999999999992,31.27999999999997],[29.859999999999992,31.289999999999967],[29.849999999999994,31.289999999999967],[29.849999999999994,31.279999999999976]]]}"
644,0.8970480415902249,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.289999999999967],[29.859999999999992,31.289999999999967],[29.859999999999992,31.29999999999996],[29.849999999999994,31.29999999999997],[29.849999999999994,31.289999999999967]]]}"
645,0.8343771462485798,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.29999999999997],[29.859999999999992,31.29999999999996],[29.859999999999992,31.309999999999974],[29.849999999999994,31.309999999999974],[29.849999999999994,31.29999999999997]]]}"
646,0.756242399,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.309999999999967],[29.859999999999992,31.30999999999996],[29.86,31.31999999999997],[29.849999999999994,31.31999999999997],[29.849999999999994,31.309999999999967]]]}"
647,0.7330753436564267,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.31999999999997],[29.86,31.31999999999997],[29.859999999999992,31.329999999999966],[29.849999999999994,31.329999999999973],[29.849999999999994,31.31999999999997]]]}"
648,0.6605951412273414,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.329999999999966],[29.859999999999992,31.329999999999966],[29.859999999999992,31.339999999999964],[29.849999999999994,31.339999999999964],[29.849999999999994,31.329999999999966]]]}"
649,0.6231215289917051,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.339999999999964],[29.859999999999992,31.339999999999964],[29.859999999999992,31.34999999999997],[29.849999999999994,31.349999999999977],[29.849999999999994,31.339999999999964]]]}"
650,0.5919879936360218,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.349999999999977],[29.859999999999992,31.34999999999997],[29.859999999999992,31.359999999999964],[29.849999999999994,31.35999999999997],[29.849999999999994,31.349999999999977]]]}"
651,0.5749206235484471,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.35999999999997],[29.859999999999992,31.359999999999964],[29.859999999999992,31.369999999999962],[29.849999999999994,31.369999999999962],[29.849999999999994,31.35999999999997]]]}"
652,0.5667366008388551,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.369999999999962],[29.859999999999992,31.369999999999962],[29.859999999999992,31.37999999999997],[29.849999999999994,31.37999999999997],[29.849999999999994,31.369999999999962]]]}"
653,0.5538460055420724,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.37999999999997],[29.859999999999992,31.37999999999997],[29.859999999999992,31.38999999999996],[29.849999999999994,31.38999999999997],[29.849999999999994,31.37999999999997]]]}"
654,0.5206764260236222,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.38999999999997],[29.859999999999992,31.38999999999996],[29.859999999999992,31.399999999999974],[29.849999999999994,31.399999999999974],[29.849999999999994,31.38999999999997]]]}"
655,0.49731614012566827,"{""type"":""Polygon"",""coordinates"":[[[29.849999999999994,31.399999999999974],[29.859999999999992,31.399999999999974],[29.859999999999992,31.409999999999968],[29.849999999999994,31.409999999999968],[29.849999999999994,31.399999999999974]]]}"
656,19.491484204896565,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,30.999999999999968],[29.870000000000005,30.999999999999975],[29.87,31.009999999999973],[29.859999999999992,31.009999999999966],[29.859999999999992,30.999999999999968]]]}"
657,9.971583426045882,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.009999999999966],[29.87,31.009999999999973],[29.87,31.01999999999997],[29.859999999999992,31.01999999999997],[29.859999999999992,31.009999999999966]]]}"
658,10.079476077124324,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.01999999999997],[29.87,31.01999999999997],[29.87,31.029999999999973],[29.859999999999992,31.029999999999973],[29.859999999999992,31.01999999999997]]]}"
659,15.970024692568625,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.029999999999973],[29.87,31.029999999999973],[29.87,31.039999999999964],[29.859999999999992,31.039999999999964],[29.859999999999992,31.029999999999973]]]}"
660,9.299145444083194,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.03999999999996],[29.87,31.039999999999964],[29.87,31.049999999999972],[29.859999999999992,31.049999999999965],[29.859999999999992,31.03999999999996]]]}"
661,5.723386859,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.049999999999965],[29.87,31.049999999999972],[29.870000000000005,31.05999999999997],[29.859999999999992,31.059999999999963],[29.859999999999992,31.049999999999965]]]}"
662,8.139121108459086,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.059999999999963],[29.870000000000005,31.05999999999997],[29.870000000000005,31.069999999999975],[29.859999999999992,31.06999999999997],[29.859999999999992,31.059999999999963]]]}"
663,14.792367721868716,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.06999999999997],[29.870000000000005,31.069999999999975],[29.87,31.079999999999963],[29.859999999999992,31.079999999999963],[29.859999999999992,31.06999999999997]]]}"
664,64.60462308533583,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.079999999999963],[29.87,31.079999999999963],[29.87,31.089999999999968],[29.859999999999992,31.08999999999996],[29.859999999999992,31.079999999999963]]]}"
665,323.9261642637708,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.08999999999996],[29.87,31.089999999999968],[29.87,31.099999999999966],[29.859999999999992,31.099999999999966],[29.859999999999992,31.08999999999996]]]}"
666,90.04437127796697,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.099999999999966],[29.87,31.099999999999966],[29.870000000000005,31.109999999999975],[29.859999999999992,31.109999999999975],[29.859999999999992,31.099999999999966]]]}"
667,16.754098507117774,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.109999999999967],[29.870000000000005,31.109999999999967],[29.87,31.119999999999973],[29.859999999999992,31.119999999999973],[29.859999999999992,31.109999999999967]]]}"
668,20.33962934845889,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.119999999999973],[29.87,31.119999999999973],[29.87,31.12999999999997],[29.859999999999992,31.12999999999997],[29.859999999999992,31.119999999999973]]]}"
669,21.71729058381214,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.129999999999967],[29.87,31.129999999999967],[29.87,31.139999999999972],[29.859999999999992,31.139999999999972],[29.859999999999992,31.129999999999967]]]}"
670,25.778583234453958,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.139999999999972],[29.87,31.139999999999972],[29.870000000000005,31.14999999999997],[29.859999999999992,31.149999999999963],[29.859999999999992,31.139999999999972]]]}"
671,67.99028591418777,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.14999999999996],[29.870000000000005,31.149999999999963],[29.870000000000005,31.15999999999997],[29.859999999999992,31.159999999999965],[29.859999999999992,31.14999999999996]]]}"
672,111.26405645568313,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.159999999999965],[29.870000000000005,31.15999999999997],[29.87,31.169999999999977],[29.859999999999992,31.16999999999997],[29.859999999999992,31.159999999999965]]]}"
673,91.58164119342916,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.16999999999997],[29.87,31.169999999999977],[29.870000000000005,31.179999999999975],[29.859999999999992,31.179999999999968],[29.859999999999992,31.16999999999997]]]}"
674,123.43320262545633,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.179999999999968],[29.870000000000005,31.179999999999975],[29.87,31.18999999999997],[29.859999999999992,31.18999999999997],[29.859999999999992,31.179999999999968]]]}"
675,51.28393355344651,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.18999999999997],[29.87,31.18999999999997],[29.87,31.199999999999974],[29.859999999999992,31.199999999999974],[29.859999999999992,31.18999999999997]]]}"
676,19.789040662896884,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.199999999999967],[29.87,31.199999999999967],[29.87,31.209999999999965],[29.859999999999992,31.209999999999965],[29.859999999999992,31.199999999999967]]]}"
677,4.805783797028894,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.209999999999965],[29.87,31.209999999999965],[29.870000000000005,31.219999999999978],[29.859999999999992,31.219999999999967],[29.859999999999992,31.209999999999965]]]}"
678,2.5502519772166297,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.219999999999967],[29.870000000000005,31.219999999999967],[29.870000000000005,31.22999999999998],[29.859999999999992,31.229999999999972],[29.859999999999992,31.219999999999967]]]}"
679,1.9441159266648416,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.229999999999972],[29.870000000000005,31.22999999999998],[29.87,31.239999999999977],[29.859999999999992,31.23999999999997],[29.859999999999992,31.229999999999972]]]}"
680,1.6610543692952002,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.239999999999966],[29.87,31.23999999999997],[29.870000000000005,31.24999999999998],[29.859999999999992,31.24999999999997],[29.859999999999992,31.239999999999966]]]}"
681,1.444070328631669,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.24999999999997],[29.870000000000005,31.24999999999998],[29.87,31.25999999999997],[29.859999999999992,31.25999999999997],[29.859999999999992,31.24999999999997]]]}"
682,1.2814271473639178,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.25999999999997],[29.87,31.25999999999997],[29.87,31.26999999999997],[29.859999999999992,31.26999999999997],[29.859999999999992,31.25999999999997]]]}"
683,1.1148531501255337,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.26999999999997],[29.87,31.26999999999997],[29.87,31.27999999999997],[29.859999999999992,31.27999999999997],[29.859999999999992,31.26999999999997]]]}"
684,1.0173146033324802,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.27999999999997],[29.87,31.27999999999997],[29.87,31.289999999999967],[29.859999999999992,31.289999999999967],[29.859999999999992,31.27999999999997]]]}"
685,0.9322393749407709,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.289999999999967],[29.87,31.289999999999967],[29.870000000000005,31.29999999999997],[29.859999999999992,31.29999999999996],[29.859999999999992,31.289999999999967]]]}"
686,0.8712331645562359,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.29999999999996],[29.870000000000005,31.29999999999997],[29.870000000000005,31.309999999999974],[29.859999999999992,31.309999999999974],[29.859999999999992,31.29999999999996]]]}"
687,0.7899345695547034,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.30999999999996],[29.87,31.309999999999967],[29.870000000000005,31.319999999999972],[29.86,31.31999999999997],[29.859999999999992,31.30999999999996]]]}"
688,0.7376266909513981,"{""type"":""Polygon"",""coordinates"":[[[29.86,31.31999999999997],[29.870000000000005,31.319999999999972],[29.87,31.329999999999973],[29.859999999999992,31.329999999999966],[29.86,31.31999999999997]]]}"
689,0.6804915536799698,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.329999999999966],[29.87,31.329999999999966],[29.870000000000005,31.33999999999997],[29.859999999999992,31.339999999999964],[29.859999999999992,31.329999999999966]]]}"
690,0.651927271,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.339999999999964],[29.870000000000005,31.33999999999997],[29.870000000000005,31.34999999999997],[29.859999999999992,31.34999999999997],[29.859999999999992,31.339999999999964]]]}"
691,0.6186513652522131,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.34999999999997],[29.870000000000005,31.34999999999997],[29.87,31.35999999999997],[29.859999999999992,31.359999999999964],[29.859999999999992,31.34999999999997]]]}"
692,0.594603187,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.359999999999964],[29.87,31.35999999999997],[29.870000000000005,31.36999999999997],[29.859999999999992,31.369999999999962],[29.859999999999992,31.359999999999964]]]}"
693,0.5579499861878813,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.369999999999962],[29.870000000000005,31.36999999999997],[29.87,31.37999999999997],[29.859999999999992,31.37999999999997],[29.859999999999992,31.369999999999962]]]}"
694,0.5332152277160428,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.37999999999997],[29.87,31.37999999999997],[29.870000000000005,31.38999999999997],[29.859999999999992,31.38999999999996],[29.859999999999992,31.37999999999997]]]}"
695,0.514398076,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.38999999999996],[29.870000000000005,31.38999999999997],[29.87,31.399999999999974],[29.859999999999992,31.399999999999974],[29.859999999999992,31.38999999999996]]]}"
696,0.5003802922509966,"{""type"":""Polygon"",""coordinates"":[[[29.859999999999992,31.399999999999974],[29.87,31.399999999999974],[29.870000000000005,31.409999999999975],[29.859999999999992,31.409999999999968],[29.859999999999992,31.399999999999974]]]}"
697,8.543717009896524,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,30.999999999999975],[29.88,30.999999999999975],[29.88,31.009999999999973],[29.87,31.009999999999973],[29.870000000000005,30.999999999999975]]]}"
698,11.879120344602608,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.009999999999973],[29.88,31.009999999999973],[29.88,31.01999999999997],[29.87,31.01999999999997],[29.87,31.009999999999973]]]}"
699,6.398501408251025,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.01999999999997],[29.88,31.01999999999997],[29.88,31.029999999999973],[29.87,31.029999999999973],[29.87,31.01999999999997]]]}"
700,6.758918175968944,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.029999999999973],[29.88,31.029999999999973],[29.88,31.039999999999964],[29.87,31.039999999999964],[29.87,31.029999999999973]]]}"
701,5.8601174592217316,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.039999999999964],[29.88,31.039999999999964],[29.88,31.049999999999976],[29.87,31.049999999999972],[29.87,31.039999999999964]]]}"
702,5.136018865,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.049999999999972],[29.88,31.049999999999976],[29.88,31.05999999999997],[29.870000000000005,31.05999999999997],[29.87,31.049999999999972]]]}"
703,5.6525474066221255,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.05999999999997],[29.88,31.05999999999997],[29.88,31.069999999999975],[29.870000000000005,31.069999999999975],[29.870000000000005,31.05999999999997]]]}"
704,7.596338443741016,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.069999999999975],[29.88,31.069999999999975],[29.88,31.07999999999997],[29.87,31.079999999999963],[29.870000000000005,31.069999999999975]]]}"
705,35.33158897128501,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.079999999999963],[29.88,31.07999999999997],[29.88,31.089999999999968],[29.87,31.089999999999968],[29.87,31.079999999999963]]]}"
706,224.90734579143736,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.089999999999968],[29.88,31.089999999999968],[29.88,31.099999999999966],[29.87,31.099999999999966],[29.87,31.089999999999968]]]}"
707,121.2698062371604,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.099999999999966],[29.88,31.099999999999966],[29.88,31.109999999999975],[29.870000000000005,31.109999999999975],[29.87,31.099999999999966]]]}"
708,12.598483997776878,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.109999999999967],[29.879999999999992,31.109999999999967],[29.88,31.119999999999973],[29.87,31.119999999999973],[29.870000000000005,31.109999999999967]]]}"
709,11.053368996631487,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.119999999999973],[29.88,31.119999999999973],[29.88,31.12999999999997],[29.87,31.12999999999997],[29.87,31.119999999999973]]]}"
710,14.845015064824986,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.129999999999967],[29.88,31.129999999999967],[29.88,31.139999999999972],[29.87,31.139999999999972],[29.87,31.129999999999967]]]}"
711,21.446237287506246,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.139999999999972],[29.88,31.139999999999972],[29.880000000000006,31.14999999999997],[29.870000000000005,31.14999999999997],[29.87,31.139999999999972]]]}"
712,54.060109026824364,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.149999999999963],[29.880000000000006,31.149999999999963],[29.88,31.15999999999997],[29.870000000000005,31.15999999999997],[29.870000000000005,31.149999999999963]]]}"
713,74.09212677991842,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.15999999999997],[29.88,31.15999999999997],[29.88,31.16999999999997],[29.87,31.169999999999977],[29.870000000000005,31.15999999999997]]]}"
714,124.30233124033008,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.169999999999977],[29.88,31.16999999999997],[29.879999999999992,31.179999999999968],[29.870000000000005,31.179999999999975],[29.87,31.169999999999977]]]}"
715,202.42838263171603,"{""type"":""Polygon"",""coordinates"":[[[29.870000000000005,31.179999999999975],[29.879999999999992,31.179999999999968],[29.88,31.18999999999997],[29.87,31.18999999999997],[29.870000000000005,31.179999999999975]]]}"
716,77.06399766101114,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.18999999999997],[29.88,31.18999999999997],[29.88,31.19999999999998],[29.87,31.199999999999974],[29.87,31.18999999999997]]]}"
717,53.77346047645882,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.199999999999967],[29.88,31.199999999999967],[29.88,31.209999999999965],[29.87,31.209999999999965],[29.87,31.199999999999967]]]}"
718,13.522784242531841,"{""type"":""Polygon"",""coordinates"":[[[29.87,31.209999999999965],[29.88,31.209999999999965],[29.88,31.219999999999974],[29.870000000000005,31.219999999999978],[29.87,31.209999999999965]]]}"
