fact_id,prop_id,area_id,business_type_id,category,street_name,area_sqm,rent_monthly_egp,rent_per_sqm,competitors_500m,competitors_1km,affordability_score,suitability_score,recommended
584,54,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
585,54,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
586,54,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
587,54,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
588,54,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
589,54,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
590,54,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,2,2,0.73,8.33,True
591,54,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,2,2,0.73,8.33,True
592,54,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
593,54,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
594,54,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,240,100000,416.67,0,0,0.73,8.93,True
595,55,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
596,55,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
597,55,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
598,55,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
599,55,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
600,55,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
601,55,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,2,2,0.73,8.33,True
602,55,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,2,2,0.73,8.33,True
603,55,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
604,55,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
605,55,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,60,25000,416.67,0,0,0.73,8.93,True
606,56,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
607,56,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
608,56,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
609,56,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
610,56,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
611,56,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
612,56,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,2,2,0.96,9.25,True
613,56,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,2,2,0.96,9.25,True
614,56,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
615,56,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
616,56,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,240,70000,291.67,0,0,0.96,9.85,True
617,57,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
618,57,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
619,57,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
620,57,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
621,57,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
622,57,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
623,57,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,80,12000,150,2,2,1.22,9.4,True
624,57,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,80,12000,150,2,2,1.22,9.4,True
625,57,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
626,57,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
627,57,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,80,12000,150,0,0,1.22,10,True
628,58,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
629,58,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
630,58,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
631,58,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
632,58,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
633,58,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
634,58,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,15000,125,2,2,1.27,9.4,True
635,58,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,15000,125,2,2,1.27,9.4,True
636,58,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
637,58,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
638,58,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,120,15000,125,0,0,1.27,10,True
639,59,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
640,59,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
641,59,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
642,59,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
643,59,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
644,59,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
645,59,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,2,2,1.35,9.4,True
646,59,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,2,2,1.35,9.4,True
647,59,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
648,59,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
649,59,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,120,10000,83.33,0,0,1.35,10,True
650,60,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
651,60,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
652,60,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
653,60,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
654,60,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
655,60,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
656,60,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,12000,100,2,2,1.32,9.4,True
657,60,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,120,12000,100,2,2,1.32,9.4,True
658,60,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
659,60,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
660,60,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,120,12000,100,0,0,1.32,10,True
661,61,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
662,61,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
663,61,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
664,61,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
665,61,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
666,61,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
667,61,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,250,85000,340,2,2,0.87,8.9,True
668,61,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,250,85000,340,2,2,0.87,8.9,True
669,61,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
670,61,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
671,61,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,250,85000,340,0,0,0.87,9.5,True
672,62,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
673,62,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
674,62,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
675,62,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
676,62,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
677,62,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
678,62,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,2,2,0.5,7.38,True
679,62,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,2,2,0.5,7.38,True
680,62,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
681,62,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
682,62,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,55,30000,545.45,0,0,0.5,7.98,True
683,63,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
684,63,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
685,63,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
686,63,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
687,63,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
688,63,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
689,63,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,60,12000,200,2,2,1.13,9.4,True
690,63,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,60,12000,200,2,2,1.13,9.4,True
691,63,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
692,63,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
693,63,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,60,12000,200,0,0,1.13,10,True
694,64,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
695,64,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
696,64,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
697,64,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
698,64,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
699,64,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
700,64,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,100,10000,100,2,2,1.32,9.4,True
701,64,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,100,10000,100,2,2,1.32,9.4,True
702,64,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
703,64,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
704,64,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,100,10000,100,0,0,1.32,10,True
705,65,43,1,Financial Services,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
706,65,43,2,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
707,65,43,3,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
708,65,43,4,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
709,65,43,5,Food & Beverage,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
710,65,43,6,Health & Fitness,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
711,65,43,7,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,90000,375,2,2,0.81,8.64,True
712,65,43,8,Healthcare,Alexandria / Gamal Abdel Nasser St.,240,90000,375,2,2,0.81,8.64,True
713,65,43,9,Retail,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
714,65,43,10,Retail,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
715,65,43,11,Tourism & Hospitality,Alexandria / Gamal Abdel Nasser St.,240,90000,375,0,0,0.81,9.24,True
716,66,46,1,Financial Services,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,2,1.21,10,True
717,66,46,2,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,2,1.21,10,True
718,66,46,3,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,2,1.21,10,True
719,66,46,4,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,2,1.21,10,True
720,66,46,5,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,2,1.21,10,True
721,66,46,6,Health & Fitness,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,1,2,1.21,9.7,True
722,66,46,7,Healthcare,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,10,14,1.21,4.93,False
723,66,46,8,Healthcare,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,10,14,1.21,4.93,False
724,66,46,9,Retail,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,0,1.21,10,True
725,66,46,10,Retail,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,0,1.21,10,True
726,66,46,11,Tourism & Hospitality,Alexandria / Khaled Ibn El Waleed St.,90,14000,155.56,0,1,1.21,10,True
727,67,46,1,Financial Services,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,2,1.03,10,True
728,67,46,2,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,2,1.03,10,True
729,67,46,3,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,2,1.03,10,True
730,67,46,4,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,2,1.03,10,True
731,67,46,5,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,2,1.03,10,True
732,67,46,6,Health & Fitness,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,1,2,1.03,9.7,True
733,67,46,7,Healthcare,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,10,14,1.03,4.93,False
734,67,46,8,Healthcare,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,10,14,1.03,4.93,False
735,67,46,9,Retail,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,0,1.03,10,True
736,67,46,10,Retail,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,0,1.03,10,True
737,67,46,11,Tourism & Hospitality,Alexandria / Khaled Ibn El Waleed St.,200,50000,250,0,1,1.03,10,True
738,68,46,1,Financial Services,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,2,1.13,10,True
739,68,46,2,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,2,1.13,10,True
740,68,46,3,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,2,1.13,10,True
741,68,46,4,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,2,1.13,10,True
742,68,46,5,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,2,1.13,10,True
743,68,46,6,Health & Fitness,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,1,2,1.13,9.7,True
744,68,46,7,Healthcare,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,10,14,1.13,4.93,False
745,68,46,8,Healthcare,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,10,14,1.13,4.93,False
746,68,46,9,Retail,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,0,1.13,10,True
747,68,46,10,Retail,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,0,1.13,10,True
748,68,46,11,Tourism & Hospitality,Alexandria / Khaled Ibn El Waleed St.,150,30000,200,0,1,1.13,10,True
749,69,46,1,Financial Services,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,2,0.98,9.93,True
750,69,46,2,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,2,0.98,9.93,True
751,69,46,3,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,2,0.98,9.93,True
752,69,46,4,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,2,0.98,9.93,True
753,69,46,5,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,2,0.98,9.93,True
754,69,46,6,Health & Fitness,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,1,2,0.98,9.63,True
755,69,46,7,Healthcare,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,10,14,0.98,4.86,False
756,69,46,8,Healthcare,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,10,14,0.98,4.86,False
757,69,46,9,Retail,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,0,0.98,9.93,True
758,69,46,10,Retail,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,0,0.98,9.93,True
759,69,46,11,Tourism & Hospitality,Alexandria / Khaled Ibn El Waleed St.,180,50000,277.78,0,1,0.98,9.93,True
760,70,46,1,Financial Services,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,2,0.93,9.73,True
761,70,46,2,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,2,0.93,9.73,True
762,70,46,3,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,2,0.93,9.73,True
763,70,46,4,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,2,0.93,9.73,True
764,70,46,5,Food & Beverage,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,2,0.93,9.73,True
765,70,46,6,Health & Fitness,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,1,2,0.93,9.43,True
766,70,46,7,Healthcare,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,10,14,0.93,4.66,False
767,70,46,8,Healthcare,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,10,14,0.93,4.66,False
768,70,46,9,Retail,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,0,0.93,9.73,True
769,70,46,10,Retail,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,0,0.93,9.73,True
770,70,46,11,Tourism & Hospitality,Alexandria / Khaled Ibn El Waleed St.,148,45000,304.05,0,1,0.93,9.73,True
771,71,22,1,Financial Services,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
772,71,22,2,Food & Beverage,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
773,71,22,3,Food & Beverage,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
774,71,22,4,Food & Beverage,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
775,71,22,5,Food & Beverage,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
776,71,22,6,Health & Fitness,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
777,71,22,7,Healthcare,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,2,2,0.57,7.7,True
778,71,22,8,Healthcare,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,2,2,0.57,7.7,True
779,71,22,9,Retail,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
780,71,22,10,Retail,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,0,0,0.57,8.3,True
781,71,22,11,Tourism & Hospitality,Alexandria / Kornesh El-Maamoura St,140,135000,964.29,3,4,0.57,6.27,True
782,72,14,1,Financial Services,Alexandria / La Jetee St.,65,20000,307.69,2,2,0.88,8.93,True
783,72,14,2,Food & Beverage,Alexandria / La Jetee St.,65,20000,307.69,8,24,0.88,4.8,False
784,72,14,3,Food & Beverage,Alexandria / La Jetee St.,65,20000,307.69,8,24,0.88,4.8,False
785,72,14,4,Food & Beverage,Alexandria / La Jetee St.,65,20000,307.69,8,24,0.88,4.8,False
786,72,14,5,Food & Beverage,Alexandria / La Jetee St.,65,20000,307.69,8,24,0.88,4.8,False
787,72,14,6,Health & Fitness,Alexandria / La Jetee St.,65,20000,307.69,0,0,0.88,9.53,True
788,72,14,7,Healthcare,Alexandria / La Jetee St.,65,20000,307.69,6,6,0.88,7.4,True
789,72,14,8,Healthcare,Alexandria / La Jetee St.,65,20000,307.69,6,6,0.88,7.4,True
790,72,14,9,Retail,Alexandria / La Jetee St.,65,20000,307.69,2,2,0.88,8.93,True
791,72,14,10,Retail,Alexandria / La Jetee St.,65,20000,307.69,2,2,0.88,8.93,True
792,72,14,11,Tourism & Hospitality,Alexandria / La Jetee St.,65,20000,307.69,1,1,0.88,9.23,True
793,73,14,1,Financial Services,Alexandria / La Jetee St.,125,20000,160,2,2,1.18,9.4,True
794,73,14,2,Food & Beverage,Alexandria / La Jetee St.,125,20000,160,8,24,1.18,5.27,False
795,73,14,3,Food & Beverage,Alexandria / La Jetee St.,125,20000,160,8,24,1.18,5.27,False
796,73,14,4,Food & Beverage,Alexandria / La Jetee St.,125,20000,160,8,24,1.18,5.27,False
797,73,14,5,Food & Beverage,Alexandria / La Jetee St.,125,20000,160,8,24,1.18,5.27,False
798,73,14,6,Health & Fitness,Alexandria / La Jetee St.,125,20000,160,0,0,1.18,10,True
799,73,14,7,Healthcare,Alexandria / La Jetee St.,125,20000,160,6,6,1.18,7.87,True
800,73,14,8,Healthcare,Alexandria / La Jetee St.,125,20000,160,6,6,1.18,7.87,True
801,73,14,9,Retail,Alexandria / La Jetee St.,125,20000,160,2,2,1.18,9.4,True
802,73,14,10,Retail,Alexandria / La Jetee St.,125,20000,160,2,2,1.18,9.4,True
803,73,14,11,Tourism & Hospitality,Alexandria / La Jetee St.,125,20000,160,1,1,1.18,9.7,True
804,74,14,1,Financial Services,Alexandria / La Jetee St.,100,15000,150,2,2,1.2,9.4,True
805,74,14,2,Food & Beverage,Alexandria / La Jetee St.,100,15000,150,8,24,1.2,5.27,False
806,74,14,3,Food & Beverage,Alexandria / La Jetee St.,100,15000,150,8,24,1.2,5.27,False
807,74,14,4,Food & Beverage,Alexandria / La Jetee St.,100,15000,150,8,24,1.2,5.27,False
808,74,14,5,Food & Beverage,Alexandria / La Jetee St.,100,15000,150,8,24,1.2,5.27,False
809,74,14,6,Health & Fitness,Alexandria / La Jetee St.,100,15000,150,0,0,1.2,10,True
810,74,14,7,Healthcare,Alexandria / La Jetee St.,100,15000,150,6,6,1.2,7.87,True
811,74,14,8,Healthcare,Alexandria / La Jetee St.,100,15000,150,6,6,1.2,7.87,True
812,74,14,9,Retail,Alexandria / La Jetee St.,100,15000,150,2,2,1.2,9.4,True
813,74,14,10,Retail,Alexandria / La Jetee St.,100,15000,150,2,2,1.2,9.4,True
814,74,14,11,Tourism & Hospitality,Alexandria / La Jetee St.,100,15000,150,1,1,1.2,9.7,True
815,75,37,1,Financial Services,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
816,75,37,2,Food & Beverage,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
817,75,37,3,Food & Beverage,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
818,75,37,4,Food & Beverage,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
819,75,37,5,Food & Beverage,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
820,75,37,6,Health & Fitness,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
821,75,37,7,Healthcare,Alexandria / Miami,70,10000,142.86,2,6,1.14,8.07,True
822,75,37,8,Healthcare,Alexandria / Miami,70,10000,142.86,2,6,1.14,8.07,True
823,75,37,9,Retail,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
824,75,37,10,Retail,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
825,75,37,11,Tourism & Hospitality,Alexandria / Miami,70,10000,142.86,0,0,1.14,10,True
826,76,37,1,Financial Services,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
827,76,37,2,Food & Beverage,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
828,76,37,3,Food & Beverage,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
829,76,37,4,Food & Beverage,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
830,76,37,5,Food & Beverage,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
831,76,37,6,Health & Fitness,Alexandria / Miami,60,15000,250,0,0,0.86,9.45,True
832,76,37,7,Healthcare,Alexandria / Miami,60,15000,250,2,6,0.86,7.52,True
